#Set,index,k,QQ,x_b,t,phi_x,F,errF,F1,F2,ReH,ReE,ReHTilde,dvcs,Formalism
4.0,15.0,5.8,1.98,0.39,-0.32,124.0,0.041792371918337394,0.0021166679030405005,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,BKM10
4.0,16.0,5.8,1.98,0.39,-0.32,132.0,0.04135315330274918,0.002070665789877459,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,BKM10
4.0,17.0,5.8,1.98,0.39,-0.32,140.0,0.03939614938910081,0.0020354957184844846,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,BKM10
4.0,18.0,5.8,1.98,0.39,-0.32,148.0,0.03983734916792967,0.0020091595497310974,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,BKM10
4.0,19.0,5.8,1.98,0.39,-0.32,156.0,0.03910409041939562,0.0019901322823417163,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,BKM10
4.0,20.0,5.8,1.98,0.39,-0.32,164.0,0.03974452789716118,0.0019772961762694508,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,BKM10
4.0,21.0,5.8,1.98,0.39,-0.32,172.0,0.04044951197388146,0.001969889220476401,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,BKM10
4.0,22.0,5.8,1.98,0.39,-0.32,180.0,0.03860537954184927,0.0019674686363387295,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,BKM10
4.0,23.0,5.8,1.98,0.39,-0.32,188.0,0.03860382484210313,0.001969889220476401,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,BKM10
4.0,24.0,5.8,1.98,0.39,-0.32,196.0,0.04081668127685586,0.0019772961762694508,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,BKM10
4.0,25.0,5.8,1.98,0.39,-0.32,204.0,0.0372402856299981,0.0019901322823417163,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,BKM10
4.0,26.0,5.8,1.98,0.39,-0.32,212.0,0.041945795562107986,0.0020091595497310974,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,BKM10
4.0,27.0,5.8,1.98,0.39,-0.32,220.0,0.042322723848405706,0.0020354957184844846,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,BKM10
4.0,28.0,5.8,1.98,0.39,-0.32,228.0,0.040061418209239766,0.002070665789877459,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,BKM10
4.0,29.0,5.8,1.98,0.39,-0.32,236.0,0.04175540636560904,0.0021166679030405005,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,BKM10
4.0,30.0,5.8,1.98,0.39,-0.32,244.0,0.04196720993142861,0.002176050617794301,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,BKM10
4.0,31.0,5.8,1.98,0.39,-0.32,252.0,0.04476833969805568,0.0022519940269513402,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,BKM10
4.0,32.0,5.8,1.98,0.39,-0.32,260.0,0.04979175571236239,0.0023483784607536634,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,BKM10
4.0,33.0,5.8,1.98,0.39,-0.32,268.0,0.05050760352849086,0.0024698094723243583,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,BKM10
4.0,34.0,5.8,1.98,0.39,-0.32,276.0,0.05472013023829789,0.0026215432488972228,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,BKM10
4.0,35.0,5.8,1.98,0.39,-0.32,284.0,0.05645609182343848,0.002809219800659011,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,BKM10
4.0,36.0,5.8,1.98,0.39,-0.32,292.0,0.06075651903510947,0.003038262838582104,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,BKM10
4.0,37.0,5.8,1.98,0.39,-0.32,300.0,0.06326322613255378,0.003312756743747406,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,BKM10
4.0,38.0,5.8,1.98,0.39,-0.32,308.0,0.07584635255271044,0.0036335998092813155,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,BKM10
4.0,39.0,5.8,1.98,0.39,-0.32,316.0,0.08480857486722479,0.0039958425375037,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,BKM10
4.0,40.0,5.8,1.98,0.39,-0.32,324.0,0.08497707084724242,0.004385485780668308,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,BKM10
4.0,41.0,5.8,1.98,0.39,-0.32,332.0,0.09317385010606892,0.004776752766248751,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,BKM10
4.0,42.0,5.8,1.98,0.39,-0.32,340.0,0.09992315838213328,0.005131817935858768,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,BKM10
4.0,43.0,5.8,1.98,0.39,-0.32,348.0,0.10072248213593007,0.0054054021096609315,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,BKM10
4.0,44.0,5.8,1.98,0.39,-0.32,356.0,0.10568899080533767,0.0055551892480466955,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,BKM10
