,#Set,index,k,QQ,t,phi_x,F1,F2,ReH_true,ReE_true,ReHTilde_true,c0_true,F,sigmaF
163,4.0,28.0,5.8,1.98,-0.32,228.0,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,0.04482187989261517,0.002070665789877459
164,4.0,29.0,5.8,1.98,-0.32,236.0,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,0.037876410150524294,0.0021166679030405005
165,4.0,30.0,5.8,1.98,-0.32,244.0,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,0.04497557206759544,0.002176050617794301
166,4.0,31.0,5.8,1.98,-0.32,252.0,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,0.04355943045304768,0.0022519940269513402
167,4.0,32.0,5.8,1.98,-0.32,260.0,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,0.04767873799288163,0.0023483784607536634
168,4.0,33.0,5.8,1.98,-0.32,268.0,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,0.05315562342328339,0.0024698094723243583
169,4.0,34.0,5.8,1.98,-0.32,276.0,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,0.05247131998205763,0.0026215432488972228
170,4.0,35.0,5.8,1.98,-0.32,284.0,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,0.057689746807975145,0.002809219800659011
171,4.0,36.0,5.8,1.98,-0.32,292.0,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,0.06170487581711532,0.003038262838582104
172,4.0,37.0,5.8,1.98,-0.32,300.0,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,0.06614625251197256,0.003312756743747406
173,4.0,38.0,5.8,1.98,-0.32,308.0,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,0.07619098078436067,0.003633599809281317
174,4.0,39.0,5.8,1.98,-0.32,316.0,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,0.07262874676752841,0.0039958425375037
175,4.0,40.0,5.8,1.98,-0.32,324.0,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,0.08689765574728624,0.004385485780668308
176,4.0,41.0,5.8,1.98,-0.32,332.0,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,0.09536670390592757,0.004776752766248752
177,4.0,42.0,5.8,1.98,-0.32,340.0,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,0.10412980662125504,0.005131817935858768
178,4.0,43.0,5.8,1.98,-0.32,348.0,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,0.10660626377984542,0.0054054021096609315
179,4.0,44.0,5.8,1.98,-0.32,356.0,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,0.09934469375413241,0.005555189248046698
