#Set,index,k,QQ,x_b,t,phi_x,F,sigmaF,varF,ReH,ReE,ReHTilde,dvcs
29,17,8.521,3.68,0.37,-0.39252,262.5,0.00767343,0.000383671,0.05,-2.37858,1.71407,0.777723,0.00246876
29,18,8.521,3.68,0.37,-0.39252,277.5,0.00910071,0.000455035,0.05,-2.37858,1.71407,0.777723,0.00246876
29,19,8.521,3.68,0.37,-0.39252,292.5,0.0115083,0.000575417,0.05,-2.37858,1.71407,0.777723,0.00246876
29,20,8.521,3.68,0.37,-0.39252,307.5,0.0133338,0.00066669,0.05,-2.37858,1.71407,0.777723,0.00246876
29,21,8.521,3.68,0.37,-0.39252,322.5,0.0142397,0.000711987,0.05,-2.37858,1.71407,0.777723,0.00246876
29,22,8.521,3.68,0.37,-0.39252,337.5,0.0194524,0.000972618,0.05,-2.37858,1.71407,0.777723,0.00246876
29,23,8.521,3.68,0.37,-0.39252,352.5,0.0210193,0.00105097,0.05,-2.37858,1.71407,0.777723,0.00246876
30,0,8.521,3.68,0.37,-0.48052,7.5,0.0178668,0.00089334,0.05,-2.29327,1.56134,0.614983,0.00213029
30,1,8.521,3.68,0.37,-0.48052,22.5,0.0164056,0.000820281,0.05,-2.29327,1.56134,0.614983,0.00213029
30,2,8.521,3.68,0.37,-0.48052,37.5,0.0125896,0.000629482,0.05,-2.29327,1.56134,0.614983,0.00213029
30,3,8.521,3.68,0.37,-0.48052,52.5,0.0101216,0.00050608,0.05,-2.29327,1.56134,0.614983,0.00213029
30,4,8.521,3.68,0.37,-0.48052,67.5,0.00767862,0.000383931,0.05,-2.29327,1.56134,0.614983,0.00213029
30,5,8.521,3.68,0.37,-0.48052,82.5,0.00648822,0.000324411,0.05,-2.29327,1.56134,0.614983,0.00213029
30,6,8.521,3.68,0.37,-0.48052,97.5,0.00605178,0.000302589,0.05,-2.29327,1.56134,0.614983,0.00213029
30,7,8.521,3.68,0.37,-0.48052,112.5,0.00514342,0.000257171,0.05,-2.29327,1.56134,0.614983,0.00213029
30,8,8.521,3.68,0.37,-0.48052,127.5,0.00481649,0.000240825,0.05,-2.29327,1.56134,0.614983,0.00213029
30,9,8.521,3.68,0.37,-0.48052,142.5,0.00422524,0.000211262,0.05,-2.29327,1.56134,0.614983,0.00213029
30,10,8.521,3.68,0.37,-0.48052,157.5,0.00450437,0.000225218,0.05,-2.29327,1.56134,0.614983,0.00213029
30,11,8.521,3.68,0.37,-0.48052,172.5,0.00432493,0.000216246,0.05,-2.29327,1.56134,0.614983,0.00213029
30,12,8.521,3.68,0.37,-0.48052,187.5,0.0040023,0.000200115,0.05,-2.29327,1.56134,0.614983,0.00213029
30,13,8.521,3.68,0.37,-0.48052,202.5,0.00403669,0.000201834,0.05,-2.29327,1.56134,0.614983,0.00213029
30,14,8.521,3.68,0.37,-0.48052,217.5,0.00473237,0.000236618,0.05,-2.29327,1.56134,0.614983,0.00213029
30,15,8.521,3.68,0.37,-0.48052,232.5,0.00480849,0.000240425,0.05,-2.29327,1.56134,0.614983,0.00213029
30,16,8.521,3.68,0.37,-0.48052,247.5,0.00482501,0.000241251,0.05,-2.29327,1.56134,0.614983,0.00213029
30,17,8.521,3.68,0.37,-0.48052,262.5,0.00556715,0.000278357,0.05,-2.29327,1.56134,0.614983,0.00213029
30,18,8.521,3.68,0.37,-0.48052,277.5,0.00652373,0.000326186,0.05,-2.29327,1.56134,0.614983,0.00213029
30,19,8.521,3.68,0.37,-0.48052,292.5,0.00770457,0.000385229,0.05,-2.29327,1.56134,0.614983,0.00213029
30,20,8.521,3.68,0.37,-0.48052,307.5,0.00953642,0.000476821,0.05,-2.29327,1.56134,0.614983,0.00213029
30,21,8.521,3.68,0.37,-0.48052,322.5,0.0125359,0.000626797,0.05,-2.29327,1.56134,0.614983,0.00213029
30,22,8.521,3.68,0.37,-0.48052,337.5,0.0149312,0.000746562,0.05,-2.29327,1.56134,0.614983,0.00213029
30,23,8.521,3.68,0.37,-0.48052,352.5,0.0161038,0.000805191,0.05,-2.29327,1.56134,0.614983,0.00213029
31,0,10.591,4.53,0.369,-0.20942,7.5,0.0140131,0.000700653,0.05,-2.48367,2.1133,1.25206,0.00194791
31,1,10.591,4.53,0.369,-0.20942,22.5,0.0139012,0.000695062,0.05,-2.48367,2.1133,1.25206,0.00194791
31,2,10.591,4.53,0.369,-0.20942,37.5,0.0140433,0.000702163,0.05,-2.48367,2.1133,1.25206,0.00194791
31,3,10.591,4.53,0.369,-0.20942,52.5,0.0128161,0.000640806,0.05,-2.48367,2.1133,1.25206,0.00194791
31,4,10.591,4.53,0.369,-0.20942,67.5,0.012,0.000600001,0.05,-2.48367,2.1133,1.25206,0.00194791
31,5,10.591,4.53,0.369,-0.20942,82.5,0.010499,0.000524951,0.05,-2.48367,2.1133,1.25206,0.00194791
31,6,10.591,4.53,0.369,-0.20942,97.5,0.0106911,0.000534557,0.05,-2.48367,2.1133,1.25206,0.00194791
31,7,10.591,4.53,0.369,-0.20942,112.5,0.00929375,0.000464688,0.05,-2.48367,2.1133,1.25206,0.00194791
31,8,10.591,4.53,0.369,-0.20942,127.5,0.00819425,0.000409713,0.05,-2.48367,2.1133,1.25206,0.00194791
31,9,10.591,4.53,0.369,-0.20942,142.5,0.00814253,0.000407126,0.05,-2.48367,2.1133,1.25206,0.00194791
31,10,10.591,4.53,0.369,-0.20942,157.5,0.0073181,0.000365905,0.05,-2.48367,2.1133,1.25206,0.00194791
31,11,10.591,4.53,0.369,-0.20942,172.5,0.00710368,0.000355184,0.05,-2.48367,2.1133,1.25206,0.00194791
31,12,10.591,4.53,0.369,-0.20942,187.5,0.00823901,0.00041195,0.05,-2.48367,2.1133,1.25206,0.00194791
31,13,10.591,4.53,0.369,-0.20942,202.5,0.00789216,0.000394608,0.05,-2.48367,2.1133,1.25206,0.00194791
31,14,10.591,4.53,0.369,-0.20942,217.5,0.00858059,0.000429029,0.05,-2.48367,2.1133,1.25206,0.00194791
31,15,10.591,4.53,0.369,-0.20942,232.5,0.00935099,0.00046755,0.05,-2.48367,2.1133,1.25206,0.00194791
31,16,10.591,4.53,0.369,-0.20942,247.5,0.00929077,0.000464539,0.05,-2.48367,2.1133,1.25206,0.00194791
31,17,10.591,4.53,0.369,-0.20942,262.5,0.00963605,0.000481803,0.05,-2.48367,2.1133,1.25206,0.00194791
31,18,10.591,4.53,0.369,-0.20942,277.5,0.0100021,0.000500104,0.05,-2.48367,2.1133,1.25206,0.00194791
31,19,10.591,4.53,0.369,-0.20942,292.5,0.0128832,0.000644161,0.05,-2.48367,2.1133,1.25206,0.00194791
31,20,10.591,4.53,0.369,-0.20942,307.5,0.0125292,0.00062646,0.05,-2.48367,2.1133,1.25206,0.00194791
31,21,10.591,4.53,0.369,-0.20942,322.5,0.0140366,0.000701832,0.05,-2.48367,2.1133,1.25206,0.00194791
31,22,10.591,4.53,0.369,-0.20942,337.5,0.0143291,0.000716457,0.05,-2.48367,2.1133,1.25206,0.00194791
31,23,10.591,4.53,0.369,-0.20942,352.5,0.0148279,0.000741394,0.05,-2.48367,2.1133,1.25206,0.00194791
32,0,10.591,4.55,0.37,-0.27194,7.5,0.0140588,0.000702942,0.05,-2.46313,1.96259,1.06372,0.00168195
32,1,10.591,4.55,0.37,-0.27194,22.5,0.0125909,0.000629547,0.05,-2.46313,1.96259,1.06372,0.00168195
32,2,10.591,4.55,0.37,-0.27194,37.5,0.0109043,0.000545217,0.05,-2.46313,1.96259,1.06372,0.00168195
32,3,10.591,4.55,0.37,-0.27194,52.5,0.0113073,0.000565365,0.05,-2.46313,1.96259,1.06372,0.00168195
32,4,10.591,4.55,0.37,-0.27194,67.5,0.0096909,0.000484545,0.05,-2.46313,1.96259,1.06372,0.00168195
32,5,10.591,4.55,0.37,-0.27194,82.5,0.00897785,0.000448893,0.05,-2.46313,1.96259,1.06372,0.00168195
32,6,10.591,4.55,0.37,-0.27194,97.5,0.00738952,0.000369476,0.05,-2.46313,1.96259,1.06372,0.00168195
32,7,10.591,4.55,0.37,-0.27194,112.5,0.00710915,0.000355458,0.05,-2.46313,1.96259,1.06372,0.00168195
32,8,10.591,4.55,0.37,-0.27194,127.5,0.00641067,0.000320534,0.05,-2.46313,1.96259,1.06372,0.00168195
32,9,10.591,4.55,0.37,-0.27194,142.5,0.00571569,0.000285784,0.05,-2.46313,1.96259,1.06372,0.00168195
32,10,10.591,4.55,0.37,-0.27194,157.5,0.00605442,0.000302721,0.05,-2.46313,1.96259,1.06372,0.00168195
32,11,10.591,4.55,0.37,-0.27194,172.5,0.00553631,0.000276816,0.05,-2.46313,1.96259,1.06372,0.00168195
32,12,10.591,4.55,0.37,-0.27194,187.5,0.00570674,0.000285337,0.05,-2.46313,1.96259,1.06372,0.00168195
32,13,10.591,4.55,0.37,-0.27194,202.5,0.00615317,0.000307659,0.05,-2.46313,1.96259,1.06372,0.00168195
32,14,10.591,4.55,0.37,-0.27194,217.5,0.00644742,0.000322371,0.05,-2.46313,1.96259,1.06372,0.00168195
32,15,10.591,4.55,0.37,-0.27194,232.5,0.00687867,0.000343933,0.05,-2.46313,1.96259,1.06372,0.00168195
32,16,10.591,4.55,0.37,-0.27194,247.5,0.00694525,0.000347262,0.05,-2.46313,1.96259,1.06372,0.00168195
32,17,10.591,4.55,0.37,-0.27194,262.5,0.00769643,0.000384822,0.05,-2.46313,1.96259,1.06372,0.00168195
32,18,10.591,4.55,0.37,-0.27194,277.5,0.00805387,0.000402694,0.05,-2.46313,1.96259,1.06372,0.00168195
32,19,10.591,4.55,0.37,-0.27194,292.5,0.00956628,0.000478314,0.05,-2.46313,1.96259,1.06372,0.00168195
32,20,10.591,4.55,0.37,-0.27194,307.5,0.0105927,0.000529637,0.05,-2.46313,1.96259,1.06372,0.00168195
32,21,10.591,4.55,0.37,-0.27194,322.5,0.0117988,0.000589938,0.05,-2.46313,1.96259,1.06372,0.00168195
32,22,10.591,4.55,0.37,-0.27194,337.5,0.0136986,0.000684931,0.05,-2.46313,1.96259,1.06372,0.00168195
32,23,10.591,4.55,0.37,-0.27194,352.5,0.0122931,0.000614653,0.05,-2.46313,1.96259,1.06372,0.00168195
33,0,10.591,4.57,0.372,-0.33557,7.5,0.0119974,0.000599868,0.05,-2.41794,1.82518,0.9029,0.00146648
33,1,10.591,4.57,0.372,-0.33557,22.5,0.0106183,0.000530916,0.05,-2.41794,1.82518,0.9029,0.00146648
33,2,10.591,4.57,0.372,-0.33557,37.5,0.010142,0.000507098,0.05,-2.41794,1.82518,0.9029,0.00146648
33,3,10.591,4.57,0.372,-0.33557,52.5,0.00841524,0.000420762,0.05,-2.41794,1.82518,0.9029,0.00146648
33,4,10.591,4.57,0.372,-0.33557,67.5,0.00722296,0.000361148,0.05,-2.41794,1.82518,0.9029,0.00146648
33,5,10.591,4.57,0.372,-0.33557,82.5,0.0068598,0.00034299,0.05,-2.41794,1.82518,0.9029,0.00146648
33,6,10.591,4.57,0.372,-0.33557,97.5,0.00614451,0.000307226,0.05,-2.41794,1.82518,0.9029,0.00146648
33,7,10.591,4.57,0.372,-0.33557,112.5,0.00512172,0.000256086,0.05,-2.41794,1.82518,0.9029,0.00146648
33,8,10.591,4.57,0.372,-0.33557,127.5,0.00453584,0.000226792,0.05,-2.41794,1.82518,0.9029,0.00146648
33,9,10.591,4.57,0.372,-0.33557,142.5,0.00450122,0.000225061,0.05,-2.41794,1.82518,0.9029,0.00146648
33,10,10.591,4.57,0.372,-0.33557,157.5,0.00438224,0.000219112,0.05,-2.41794,1.82518,0.9029,0.00146648
33,11,10.591,4.57,0.372,-0.33557,172.5,0.00393013,0.000196507,0.05,-2.41794,1.82518,0.9029,0.00146648
33,12,10.591,4.57,0.372,-0.33557,187.5,0.00413836,0.000206918,0.05,-2.41794,1.82518,0.9029,0.00146648
33,13,10.591,4.57,0.372,-0.33557,202.5,0.0041952,0.00020976,0.05,-2.41794,1.82518,0.9029,0.00146648
33,14,10.591,4.57,0.372,-0.33557,217.5,0.00431899,0.00021595,0.05,-2.41794,1.82518,0.9029,0.00146648
33,15,10.591,4.57,0.372,-0.33557,232.5,0.00510035,0.000255018,0.05,-2.41794,1.82518,0.9029,0.00146648
33,16,10.591,4.57,0.372,-0.33557,247.5,0.00547401,0.000273701,0.05,-2.41794,1.82518,0.9029,0.00146648
33,17,10.591,4.57,0.372,-0.33557,262.5,0.00557729,0.000278864,0.05,-2.41794,1.82518,0.9029,0.00146648
33,18,10.591,4.57,0.372,-0.33557,277.5,0.00655331,0.000327666,0.05,-2.41794,1.82518,0.9029,0.00146648
33,19,10.591,4.57,0.372,-0.33557,292.5,0.00694862,0.000347431,0.05,-2.41794,1.82518,0.9029,0.00146648
33,20,10.591,4.57,0.372,-0.33557,307.5,0.00853241,0.000426621,0.05,-2.41794,1.82518,0.9029,0.00146648
33,21,10.591,4.57,0.372,-0.33557,322.5,0.010326,0.000516302,0.05,-2.41794,1.82518,0.9029,0.00146648
33,22,10.591,4.57,0.372,-0.33557,337.5,0.0120968,0.000604839,0.05,-2.41794,1.82518,0.9029,0.00146648
33,23,10.591,4.57,0.372,-0.33557,352.5,0.0123931,0.000619656,0.05,-2.41794,1.82518,0.9029,0.00146648
34,0,10.591,4.58,0.373,-0.39879,7.5,0.0110074,0.000550368,0.05,-2.36289,1.70246,0.766388,0.00130012
34,1,10.591,4.58,0.373,-0.39879,22.5,0.00998815,0.000499408,0.05,-2.36289,1.70246,0.766388,0.00130012
34,2,10.591,4.58,0.373,-0.39879,37.5,0.00816011,0.000408005,0.05,-2.36289,1.70246,0.766388,0.00130012
34,3,10.591,4.58,0.373,-0.39879,52.5,0.00718209,0.000359104,0.05,-2.36289,1.70246,0.766388,0.00130012
34,4,10.591,4.58,0.373,-0.39879,67.5,0.00570474,0.000285237,0.05,-2.36289,1.70246,0.766388,0.00130012
34,5,10.591,4.58,0.373,-0.39879,82.5,0.00491904,0.000245952,0.05,-2.36289,1.70246,0.766388,0.00130012
34,6,10.591,4.58,0.373,-0.39879,97.5,0.00505553,0.000252776,0.05,-2.36289,1.70246,0.766388,0.00130012
34,7,10.591,4.58,0.373,-0.39879,112.5,0.00393752,0.000196876,0.05,-2.36289,1.70246,0.766388,0.00130012
34,8,10.591,4.58,0.373,-0.39879,127.5,0.00361009,0.000180504,0.05,-2.36289,1.70246,0.766388,0.00130012
34,9,10.591,4.58,0.373,-0.39879,142.5,0.0033323,0.000166615,0.05,-2.36289,1.70246,0.766388,0.00130012
34,10,10.591,4.58,0.373,-0.39879,157.5,0.00321675,0.000160838,0.05,-2.36289,1.70246,0.766388,0.00130012
34,11,10.591,4.58,0.373,-0.39879,172.5,0.00354086,0.000177043,0.05,-2.36289,1.70246,0.766388,0.00130012
34,12,10.591,4.58,0.373,-0.39879,187.5,0.00330033,0.000165017,0.05,-2.36289,1.70246,0.766388,0.00130012
34,13,10.591,4.58,0.373,-0.39879,202.5,0.00352812,0.000176406,0.05,-2.36289,1.70246,0.766388,0.00130012
34,14,10.591,4.58,0.373,-0.39879,217.5,0.00353113,0.000176557,0.05,-2.36289,1.70246,0.766388,0.00130012
34,15,10.591,4.58,0.373,-0.39879,232.5,0.0034452,0.00017226,0.05,-2.36289,1.70246,0.766388,0.00130012
34,16,10.591,4.58,0.373,-0.39879,247.5,0.0041305,0.000206525,0.05,-2.36289,1.70246,0.766388,0.00130012
34,17,10.591,4.58,0.373,-0.39879,262.5,0.00449041,0.000224521,0.05,-2.36289,1.70246,0.766388,0.00130012
34,18,10.591,4.58,0.373,-0.39879,277.5,0.00512495,0.000256247,0.05,-2.36289,1.70246,0.766388,0.00130012
34,19,10.591,4.58,0.373,-0.39879,292.5,0.00585404,0.000292702,0.05,-2.36289,1.70246,0.766388,0.00130012
34,20,10.591,4.58,0.373,-0.39879,307.5,0.00694823,0.000347411,0.05,-2.36289,1.70246,0.766388,0.00130012
34,21,10.591,4.58,0.373,-0.39879,322.5,0.00859785,0.000429893,0.05,-2.36289,1.70246,0.766388,0.00130012
34,22,10.591,4.58,0.373,-0.39879,337.5,0.00981591,0.000490795,0.05,-2.36289,1.70246,0.766388,0.00130012
34,23,10.591,4.58,0.373,-0.39879,352.5,0.0107923,0.000539613,0.05,-2.36289,1.70246,0.766388,0.00130012
35,0,10.591,4.57,0.371,-0.48338,7.5,0.00860896,0.000430448,0.05,-2.28711,1.55672,0.610921,0.00113341
35,1,10.591,4.57,0.371,-0.48338,22.5,0.00778359,0.000389179,0.05,-2.28711,1.55672,0.610921,0.00113341
35,2,10.591,4.57,0.371,-0.48338,37.5,0.00663744,0.000331872,0.05,-2.28711,1.55672,0.610921,0.00113341
35,3,10.591,4.57,0.371,-0.48338,52.5,0.00556675,0.000278337,0.05,-2.28711,1.55672,0.610921,0.00113341
35,4,10.591,4.57,0.371,-0.48338,67.5,0.00475086,0.000237543,0.05,-2.28711,1.55672,0.610921,0.00113341
35,5,10.591,4.57,0.371,-0.48338,82.5,0.00383106,0.000191553,0.05,-2.28711,1.55672,0.610921,0.00113341
35,6,10.591,4.57,0.371,-0.48338,97.5,0.00310998,0.000155499,0.05,-2.28711,1.55672,0.610921,0.00113341
35,7,10.591,4.57,0.371,-0.48338,112.5,0.00286798,0.000143399,0.05,-2.28711,1.55672,0.610921,0.00113341
35,8,10.591,4.57,0.371,-0.48338,127.5,0.00292138,0.000146069,0.05,-2.28711,1.55672,0.610921,0.00113341
35,9,10.591,4.57,0.371,-0.48338,142.5,0.0027491,0.000137455,0.05,-2.28711,1.55672,0.610921,0.00113341
35,10,10.591,4.57,0.371,-0.48338,157.5,0.00241338,0.000120669,0.05,-2.28711,1.55672,0.610921,0.00113341
35,11,10.591,4.57,0.371,-0.48338,172.5,0.00258104,0.000129052,0.05,-2.28711,1.55672,0.610921,0.00113341
35,12,10.591,4.57,0.371,-0.48338,187.5,0.00244862,0.000122431,0.05,-2.28711,1.55672,0.610921,0.00113341
35,13,10.591,4.57,0.371,-0.48338,202.5,0.00251941,0.000125971,0.05,-2.28711,1.55672,0.610921,0.00113341
35,14,10.591,4.57,0.371,-0.48338,217.5,0.00264384,0.000132192,0.05,-2.28711,1.55672,0.610921,0.00113341
35,15,10.591,4.57,0.371,-0.48338,232.5,0.00282771,0.000141386,0.05,-2.28711,1.55672,0.610921,0.00113341
35,16,10.591,4.57,0.371,-0.48338,247.5,0.00307312,0.000153656,0.05,-2.28711,1.55672,0.610921,0.00113341
35,17,10.591,4.57,0.371,-0.48338,262.5,0.0031955,0.000159775,0.05,-2.28711,1.55672,0.610921,0.00113341
35,18,10.591,4.57,0.371,-0.48338,277.5,0.00381555,0.000190777,0.05,-2.28711,1.55672,0.610921,0.00113341
35,19,10.591,4.57,0.371,-0.48338,292.5,0.00482603,0.000241301,0.05,-2.28711,1.55672,0.610921,0.00113341
35,20,10.591,4.57,0.371,-0.48338,307.5,0.00538504,0.000269252,0.05,-2.28711,1.55672,0.610921,0.00113341
35,21,10.591,4.57,0.371,-0.48338,322.5,0.00618782,0.000309391,0.05,-2.28711,1.55672,0.610921,0.00113341
35,22,10.591,4.57,0.371,-0.48338,337.5,0.00760348,0.000380174,0.05,-2.28711,1.55672,0.610921,0.00113341
35,23,10.591,4.57,0.371,-0.48338,352.5,0.00808033,0.000404016,0.05,-2.28711,1.55672,0.610921,0.00113341
36,0,4.487,2.71,0.483,-0.34812,7.5,0.0287913,0.00143956,0.05,-2.0592,1.79978,0.896696,0.00580696
36,1,4.487,2.71,0.483,-0.34812,22.5,0.0279067,0.00139533,0.05,-2.0592,1.79978,0.896696,0.00580696
36,2,4.487,2.71,0.483,-0.34812,37.5,0.0253823,0.00126912,0.05,-2.0592,1.79978,0.896696,0.00580696
36,3,4.487,2.71,0.483,-0.34812,52.5,0.0235424,0.00117712,0.05,-2.0592,1.79978,0.896696,0.00580696
36,4,4.487,2.71,0.483,-0.34812,67.5,0.0228317,0.00114158,0.05,-2.0592,1.79978,0.896696,0.00580696
36,5,4.487,2.71,0.483,-0.34812,82.5,0.0213526,0.00106763,0.05,-2.0592,1.79978,0.896696,0.00580696
36,6,4.487,2.71,0.483,-0.34812,97.5,0.0196173,0.000980863,0.05,-2.0592,1.79978,0.896696,0.00580696
36,7,4.487,2.71,0.483,-0.34812,112.5,0.019073,0.000953649,0.05,-2.0592,1.79978,0.896696,0.00580696
36,8,4.487,2.71,0.483,-0.34812,127.5,0.0179671,0.000898353,0.05,-2.0592,1.79978,0.896696,0.00580696
36,9,4.487,2.71,0.483,-0.34812,142.5,0.0179349,0.000896747,0.05,-2.0592,1.79978,0.896696,0.00580696
36,10,4.487,2.71,0.483,-0.34812,157.5,0.0154673,0.000773366,0.05,-2.0592,1.79978,0.896696,0.00580696
36,11,4.487,2.71,0.483,-0.34812,172.5,0.0171651,0.000858254,0.05,-2.0592,1.79978,0.896696,0.00580696
36,12,4.487,2.71,0.483,-0.34812,187.5,0.0168757,0.000843786,0.05,-2.0592,1.79978,0.896696,0.00580696
36,13,4.487,2.71,0.483,-0.34812,202.5,0.0167909,0.000839545,0.05,-2.0592,1.79978,0.896696,0.00580696
36,14,4.487,2.71,0.483,-0.34812,217.5,0.0167863,0.000839314,0.05,-2.0592,1.79978,0.896696,0.00580696
36,15,4.487,2.71,0.483,-0.34812,232.5,0.0168563,0.000842813,0.05,-2.0592,1.79978,0.896696,0.00580696
36,16,4.487,2.71,0.483,-0.34812,247.5,0.0198726,0.000993629,0.05,-2.0592,1.79978,0.896696,0.00580696
36,17,4.487,2.71,0.483,-0.34812,262.5,0.0224012,0.00112006,0.05,-2.0592,1.79978,0.896696,0.00580696
36,18,4.487,2.71,0.483,-0.34812,277.5,0.0197601,0.000988005,0.05,-2.0592,1.79978,0.896696,0.00580696
36,19,4.487,2.71,0.483,-0.34812,292.5,0.02228,0.001114,0.05,-2.0592,1.79978,0.896696,0.00580696
36,20,4.487,2.71,0.483,-0.34812,307.5,0.023406,0.0011703,0.05,-2.0592,1.79978,0.896696,0.00580696
36,21,4.487,2.71,0.483,-0.34812,322.5,0.0251316,0.00125658,0.05,-2.0592,1.79978,0.896696,0.00580696
36,22,4.487,2.71,0.483,-0.34812,337.5,0.0283846,0.00141923,0.05,-2.0592,1.79978,0.896696,0.00580696
36,23,4.487,2.71,0.483,-0.34812,352.5,0.0263053,0.00131526,0.05,-2.0592,1.79978,0.896696,0.00580696
37,0,4.487,2.71,0.483,-0.39062,7.5,0.030601,0.00153005,0.05,-2.02744,1.71761,0.820943,0.00547465
37,1,4.487,2.71,0.483,-0.39062,22.5,0.0291796,0.00145898,0.05,-2.02744,1.71761,0.820943,0.00547465
37,2,4.487,2.71,0.483,-0.39062,37.5,0.0294022,0.00147011,0.05,-2.02744,1.71761,0.820943,0.00547465
37,3,4.487,2.71,0.483,-0.39062,52.5,0.0265033,0.00132516,0.05,-2.02744,1.71761,0.820943,0.00547465
37,4,4.487,2.71,0.483,-0.39062,67.5,0.0200033,0.00100016,0.05,-2.02744,1.71761,0.820943,0.00547465
37,5,4.487,2.71,0.483,-0.39062,82.5,0.0188186,0.000940932,0.05,-2.02744,1.71761,0.820943,0.00547465
37,6,4.487,2.71,0.483,-0.39062,97.5,0.0161943,0.000809714,0.05,-2.02744,1.71761,0.820943,0.00547465
37,7,4.487,2.71,0.483,-0.39062,112.5,0.0164935,0.000824675,0.05,-2.02744,1.71761,0.820943,0.00547465
37,8,4.487,2.71,0.483,-0.39062,127.5,0.0136356,0.00068178,0.05,-2.02744,1.71761,0.820943,0.00547465
37,9,4.487,2.71,0.483,-0.39062,142.5,0.0121632,0.000608162,0.05,-2.02744,1.71761,0.820943,0.00547465
37,10,4.487,2.71,0.483,-0.39062,157.5,0.0122721,0.000613605,0.05,-2.02744,1.71761,0.820943,0.00547465
37,11,4.487,2.71,0.483,-0.39062,172.5,0.0129484,0.000647418,0.05,-2.02744,1.71761,0.820943,0.00547465
37,12,4.487,2.71,0.483,-0.39062,187.5,0.0121844,0.000609219,0.05,-2.02744,1.71761,0.820943,0.00547465
37,13,4.487,2.71,0.483,-0.39062,202.5,0.0124006,0.000620029,0.05,-2.02744,1.71761,0.820943,0.00547465
37,14,4.487,2.71,0.483,-0.39062,217.5,0.0138485,0.000692426,0.05,-2.02744,1.71761,0.820943,0.00547465
37,15,4.487,2.71,0.483,-0.39062,232.5,0.0137474,0.000687371,0.05,-2.02744,1.71761,0.820943,0.00547465
37,16,4.487,2.71,0.483,-0.39062,247.5,0.0165905,0.000829525,0.05,-2.02744,1.71761,0.820943,0.00547465
37,17,4.487,2.71,0.483,-0.39062,262.5,0.0155276,0.00077638,0.05,-2.02744,1.71761,0.820943,0.00547465
37,18,4.487,2.71,0.483,-0.39062,277.5,0.0188772,0.000943858,0.05,-2.02744,1.71761,0.820943,0.00547465
37,19,4.487,2.71,0.483,-0.39062,292.5,0.0219084,0.00109542,0.05,-2.02744,1.71761,0.820943,0.00547465
37,20,4.487,2.71,0.483,-0.39062,307.5,0.0214143,0.00107071,0.05,-2.02744,1.71761,0.820943,0.00547465
37,21,4.487,2.71,0.483,-0.39062,322.5,0.0261761,0.00130881,0.05,-2.02744,1.71761,0.820943,0.00547465
37,22,4.487,2.71,0.483,-0.39062,337.5,0.0255104,0.00127552,0.05,-2.02744,1.71761,0.820943,0.00547465
37,23,4.487,2.71,0.483,-0.39062,352.5,0.0304895,0.00152447,0.05,-2.02744,1.71761,0.820943,0.00547465
38,0,4.487,2.71,0.484,-0.43499,7.5,0.0301666,0.00150833,0.05,-1.98937,1.63769,0.749088,0.00515787
38,1,4.487,2.71,0.484,-0.43499,22.5,0.030551,0.00152755,0.05,-1.98937,1.63769,0.749088,0.00515787
38,2,4.487,2.71,0.484,-0.43499,37.5,0.027083,0.00135415,0.05,-1.98937,1.63769,0.749088,0.00515787
38,3,4.487,2.71,0.484,-0.43499,52.5,0.0222344,0.00111172,0.05,-1.98937,1.63769,0.749088,0.00515787
38,4,4.487,2.71,0.484,-0.43499,67.5,0.018401,0.000920049,0.05,-1.98937,1.63769,0.749088,0.00515787
38,5,4.487,2.71,0.484,-0.43499,82.5,0.0158164,0.00079082,0.05,-1.98937,1.63769,0.749088,0.00515787
38,6,4.487,2.71,0.484,-0.43499,97.5,0.0145316,0.000726581,0.05,-1.98937,1.63769,0.749088,0.00515787
38,7,4.487,2.71,0.484,-0.43499,112.5,0.0130631,0.000653153,0.05,-1.98937,1.63769,0.749088,0.00515787
38,8,4.487,2.71,0.484,-0.43499,127.5,0.0115925,0.000579626,0.05,-1.98937,1.63769,0.749088,0.00515787
38,9,4.487,2.71,0.484,-0.43499,142.5,0.0116772,0.000583858,0.05,-1.98937,1.63769,0.749088,0.00515787
38,10,4.487,2.71,0.484,-0.43499,157.5,0.0112623,0.000563114,0.05,-1.98937,1.63769,0.749088,0.00515787
38,11,4.487,2.71,0.484,-0.43499,172.5,0.0110225,0.000551124,0.05,-1.98937,1.63769,0.749088,0.00515787
38,12,4.487,2.71,0.484,-0.43499,187.5,0.0104909,0.000524543,0.05,-1.98937,1.63769,0.749088,0.00515787
38,13,4.487,2.71,0.484,-0.43499,202.5,0.0101818,0.000509088,0.05,-1.98937,1.63769,0.749088,0.00515787
38,14,4.487,2.71,0.484,-0.43499,217.5,0.0117333,0.000586663,0.05,-1.98937,1.63769,0.749088,0.00515787
38,15,4.487,2.71,0.484,-0.43499,232.5,0.0114017,0.000570087,0.05,-1.98937,1.63769,0.749088,0.00515787
38,16,4.487,2.71,0.484,-0.43499,247.5,0.0120487,0.000602434,0.05,-1.98937,1.63769,0.749088,0.00515787
38,17,4.487,2.71,0.484,-0.43499,262.5,0.0133451,0.000667253,0.05,-1.98937,1.63769,0.749088,0.00515787
38,18,4.487,2.71,0.484,-0.43499,277.5,0.0162343,0.000811714,0.05,-1.98937,1.63769,0.749088,0.00515787
