#Set,index,k,QQ,x_b,t,phi_x,F,sigmaF,varF,F1,F2,gReH,gReE,gReHTilde
23,14,5.75,1.45,0.184,-0.34,217.7,0.0394126,0.00648562,0.164557,0.516032,0.74472,0.645712,-1.58078,2.698
23,15,5.75,1.45,0.184,-0.34,232.78,0.0607756,0.0121897,0.200569,0.516032,0.74472,0.645712,-1.58078,2.698
23,16,5.75,1.45,0.184,-0.34,247.86,0.0595532,0.009074,0.152368,0.516032,0.74472,0.645712,-1.58078,2.698
23,17,5.75,1.45,0.184,-0.34,262.95,0.10691,0.0119428,0.111708,0.516032,0.74472,0.645712,-1.58078,2.698
23,18,5.75,1.45,0.184,-0.34,278.04,0.143159,0.0140429,0.0980926,0.516032,0.74472,0.645712,-1.58078,2.698
23,19,5.75,1.45,0.184,-0.34,293.16,0.29453,0.0264051,0.0896515,0.516032,0.74472,0.645712,-1.58078,2.698
23,20,5.75,1.45,0.184,-0.34,308.31,0.532277,0.0452873,0.0850822,0.516032,0.74472,0.645712,-1.58078,2.698
23,21,5.75,1.45,0.184,-0.34,319.59,0.971624,0.0740823,0.0762458,0.516032,0.74472,0.645712,-1.58078,2.698
23,22,5.75,1.45,0.184,-0.34,337.5,0,0,0,0,0,0,0,0
23,23,5.75,1.45,0.184,-0.34,352.5,0,0,0,0,0,0,0,0
24,0,5.75,1.45,0.184,-0.45,7.5,0,0,0,0,0,0,0,0
24,1,5.75,1.45,0.184,-0.45,22.5,0,0,0,0,0,0,0,0
24,2,5.75,1.45,0.184,-0.45,39.69,0.526781,0.0365467,0.0693773,0.441298,0.599887,1.08021,-2.07578,3.303
24,3,5.75,1.45,0.184,-0.45,51.64,0.272695,0.0193625,0.0710042,0.441298,0.599887,1.08021,-2.07578,3.303
24,4,5.75,1.45,0.184,-0.45,66.8,0.121903,0.0110774,0.0908701,0.441298,0.599887,1.08021,-2.07578,3.303
24,5,5.75,1.45,0.184,-0.45,81.93,0.087105,0.0102045,0.117152,0.441298,0.599887,1.08021,-2.07578,3.303
24,6,5.75,1.45,0.184,-0.45,97.04,0.0378874,0.00408473,0.107812,0.441298,0.599887,1.08021,-2.07578,3.303
24,7,5.75,1.45,0.184,-0.45,112.13,0.0443388,0.00560826,0.126486,0.441298,0.599887,1.08021,-2.07578,3.303
24,8,5.75,1.45,0.184,-0.45,127.22,0.0215238,0.00491743,0.228464,0.441298,0.599887,1.08021,-2.07578,3.303
24,9,5.75,1.45,0.184,-0.45,142.3,0.0228865,0.00672945,0.294036,0.441298,0.599887,1.08021,-2.07578,3.303
24,10,5.75,1.45,0.184,-0.45,157.38,0.0268849,0.0102611,0.381667,0.441298,0.599887,1.08021,-2.07578,3.303
24,11,5.75,1.45,0.184,-0.45,172.46,0.0191098,0.00968762,0.506944,0.441298,0.599887,1.08021,-2.07578,3.303
24,12,5.75,1.45,0.184,-0.45,187.54,0,0,0,0,0,0,0,0
24,13,5.75,1.45,0.184,-0.45,202.62,0,0,0,0,0,0,0,0
24,14,5.75,1.45,0.184,-0.45,217.7,0,0,0,0,0,0,0,0
24,15,5.75,1.45,0.184,-0.45,232.78,0.0151496,0.00355432,0.234615,0.441298,0.599887,1.08021,-2.07578,3.303
24,16,5.75,1.45,0.184,-0.45,247.87,0.0350537,0.00686326,0.195793,0.441298,0.599887,1.08021,-2.07578,3.303
24,17,5.75,1.45,0.184,-0.45,262.96,0.0487534,0.00616364,0.126425,0.441298,0.599887,1.08021,-2.07578,3.303
24,18,5.75,1.45,0.184,-0.45,278.07,0.0725725,0.00780528,0.107551,0.441298,0.599887,1.08021,-2.07578,3.303
24,19,5.75,1.45,0.184,-0.45,293.2,0.146301,0.0150852,0.103111,0.441298,0.599887,1.08021,-2.07578,3.303
24,20,5.75,1.45,0.184,-0.45,308.36,0.268499,0.0236911,0.0882353,0.441298,0.599887,1.08021,-2.07578,3.303
24,21,5.75,1.45,0.184,-0.45,320.31,0.541147,0.0409633,0.0756972,0.441298,0.599887,1.08021,-2.07578,3.303
24,22,5.75,1.45,0.184,-0.45,337.5,0,0,0,0,0,0,0,0
24,23,5.75,1.45,0.184,-0.45,352.5,0,0,0,0,0,0,0,0
25,0,5.75,1.62,0.185,-0.11,9.53,0,0,0,0,0,0,0,0
25,1,5.75,1.62,0.185,-0.11,24.88,0,0,0,0,0,0,0,0
25,2,5.75,1.62,0.185,-0.11,39.26,0,0,0,0,0,0,0,0
25,3,5.75,1.62,0.185,-0.11,53.14,2.99737,0.161124,0.0537552,0.772056,1.28727,0.12895,-0.546338,1.4375
25,4,5.75,1.62,0.185,-0.11,67.5,1.96843,0.119821,0.0608714,0.772056,1.28727,0.12895,-0.546338,1.4375
25,5,5.75,1.62,0.185,-0.11,82.13,1.53107,0.087594,0.0572111,0.772056,1.28727,0.12895,-0.546338,1.4375
25,6,5.75,1.62,0.185,-0.11,97.18,1.14464,0.0751695,0.0656707,0.772056,1.28727,0.12895,-0.546338,1.4375
25,7,5.75,1.62,0.185,-0.11,112.23,0.877094,0.0677312,0.0772223,0.772056,1.28727,0.12895,-0.546338,1.4375
25,8,5.75,1.62,0.185,-0.11,127.28,0.944002,0.0911265,0.0965321,0.772056,1.28727,0.12895,-0.546338,1.4375
25,9,5.75,1.62,0.185,-0.11,142.34,0.580692,0.0509538,0.0877468,0.772056,1.28727,0.12895,-0.546338,1.4375
25,10,5.75,1.62,0.185,-0.11,157.4,0.615771,0.0537644,0.0873122,0.772056,1.28727,0.12895,-0.546338,1.4375
25,11,5.75,1.62,0.185,-0.11,172.47,0.562827,0.0590407,0.1049,0.772056,1.28727,0.12895,-0.546338,1.4375
25,12,5.75,1.62,0.185,-0.11,187.53,0.453663,0.0491189,0.108272,0.772056,1.28727,0.12895,-0.546338,1.4375
25,13,5.75,1.62,0.185,-0.11,202.6,0.613071,0.0525971,0.0857928,0.772056,1.28727,0.12895,-0.546338,1.4375
25,14,5.75,1.62,0.185,-0.11,217.66,0.616917,0.0588512,0.0953957,0.772056,1.28727,0.12895,-0.546338,1.4375
25,15,5.75,1.62,0.185,-0.11,232.72,0.74982,0.0739793,0.0986628,0.772056,1.28727,0.12895,-0.546338,1.4375
25,16,5.75,1.62,0.185,-0.11,247.77,1.03287,0.0878571,0.0850613,0.772056,1.28727,0.12895,-0.546338,1.4375
25,17,5.75,1.62,0.185,-0.11,262.82,1.21716,0.0791067,0.0649926,0.772056,1.28727,0.12895,-0.546338,1.4375
25,18,5.75,1.62,0.185,-0.11,277.87,1.49958,0.0964382,0.06431,0.772056,1.28727,0.12895,-0.546338,1.4375
25,19,5.75,1.62,0.185,-0.11,292.5,2.0961,0.125851,0.0600409,0.772056,1.28727,0.12895,-0.546338,1.4375
25,20,5.75,1.62,0.185,-0.11,306.86,3.32932,0.165336,0.0496604,0.772056,1.28727,0.12895,-0.546338,1.4375
25,21,5.75,1.62,0.185,-0.11,320.74,0,0,0,0,0,0,0,0
25,22,5.75,1.62,0.185,-0.11,335.12,0,0,0,0,0,0,0,0
25,23,5.75,1.62,0.185,-0.11,350.47,0,0,0,0,0,0,0,0
26,0,5.75,1.63,0.185,-0.15,7.5,0,0,0,0,0,0,0,0
26,1,5.75,1.63,0.185,-0.15,29.3,0,0,0,0,0,0,0,0
26,2,5.75,1.63,0.185,-0.15,41.34,0,0,0,0,0,0,0,0
26,3,5.75,1.63,0.185,-0.15,53.57,2.19644,0.116462,0.0530229,0.712357,1.15655,0.18095,-0.726337,1.6575
26,4,5.75,1.63,0.185,-0.15,67.33,1.44199,0.0823507,0.0571089,0.712357,1.15655,0.18095,-0.726337,1.6575
26,5,5.75,1.63,0.185,-0.15,82.07,0.990451,0.0573063,0.0578588,0.712357,1.15655,0.18095,-0.726337,1.6575
26,6,5.75,1.63,0.185,-0.15,97.14,0.70695,0.0416055,0.058852,0.712357,1.15655,0.18095,-0.726337,1.6575
26,7,5.75,1.63,0.185,-0.15,112.21,0.548262,0.0436214,0.079563,0.712357,1.15655,0.18095,-0.726337,1.6575
26,8,5.75,1.63,0.185,-0.15,127.27,0.454557,0.043492,0.0956801,0.712357,1.15655,0.18095,-0.726337,1.6575
26,9,5.75,1.63,0.185,-0.15,142.33,0.384939,0.0358207,0.0930556,0.712357,1.15655,0.18095,-0.726337,1.6575
26,10,5.75,1.63,0.185,-0.15,157.4,0.342942,0.0305301,0.0890241,0.712357,1.15655,0.18095,-0.726337,1.6575
26,11,5.75,1.63,0.185,-0.15,172.47,0.300363,0.0303687,0.101107,0.712357,1.15655,0.18095,-0.726337,1.6575
26,12,5.75,1.63,0.185,-0.15,187.53,0.400273,0.04517,0.112848,0.712357,1.15655,0.18095,-0.726337,1.6575
26,13,5.75,1.63,0.185,-0.15,202.6,0.393039,0.0367756,0.0935673,0.712357,1.15655,0.18095,-0.726337,1.6575
26,14,5.75,1.63,0.185,-0.15,217.67,0.420561,0.0379921,0.0903365,0.712357,1.15655,0.18095,-0.726337,1.6575
26,15,5.75,1.63,0.185,-0.15,232.73,0.434662,0.0443289,0.101985,0.712357,1.15655,0.18095,-0.726337,1.6575
26,16,5.75,1.63,0.185,-0.15,247.79,0.553734,0.0428711,0.0774218,0.712357,1.15655,0.18095,-0.726337,1.6575
26,17,5.75,1.63,0.185,-0.15,262.86,0.720289,0.0482019,0.0669202,0.712357,1.15655,0.18095,-0.726337,1.6575
26,18,5.75,1.63,0.185,-0.15,277.93,1.05621,0.0664228,0.062888,0.712357,1.15655,0.18095,-0.726337,1.6575
26,19,5.75,1.63,0.185,-0.15,292.67,1.4498,0.077775,0.0536452,0.712357,1.15655,0.18095,-0.726337,1.6575
26,20,5.75,1.63,0.185,-0.15,306.43,2.18505,0.110443,0.050545,0.712357,1.15655,0.18095,-0.726337,1.6575
26,21,5.75,1.63,0.185,-0.15,318.66,0,0,0,0,0,0,0,0
26,22,5.75,1.63,0.185,-0.15,330.7,0,0,0,0,0,0,0,0
26,23,5.75,1.63,0.185,-0.15,352.5,0,0,0,0,0,0,0,0
27,0,5.75,1.63,0.185,-0.2,7.5,0,0,0,0,0,0,0,0
27,1,5.75,1.63,0.185,-0.2,22.5,0,0,0,0,0,0,0,0
27,2,5.75,1.63,0.185,-0.2,42.9,0,0,0,0,0,0,0,0
27,3,5.75,1.63,0.185,-0.2,54.03,1.37056,0.0791087,0.0577201,0.648916,1.01978,0.26845,-0.951338,1.9325
27,4,5.75,1.63,0.185,-0.2,67.05,0.971795,0.0621036,0.0639061,0.648916,1.01978,0.26845,-0.951338,1.9325
27,5,5.75,1.63,0.185,-0.2,82.04,0.565923,0.0395447,0.0698764,0.648916,1.01978,0.26845,-0.951338,1.9325
27,6,5.75,1.63,0.185,-0.2,97.12,0.427554,0.0313916,0.0734212,0.648916,1.01978,0.26845,-0.951338,1.9325
27,7,5.75,1.63,0.185,-0.2,112.19,0.354493,0.0330144,0.0931313,0.648916,1.01978,0.26845,-0.951338,1.9325
27,8,5.75,1.63,0.185,-0.2,127.26,0.253243,0.0301733,0.119148,0.648916,1.01978,0.26845,-0.951338,1.9325
27,9,5.75,1.63,0.185,-0.2,142.33,0.17968,0.0211315,0.117606,0.648916,1.01978,0.26845,-0.951338,1.9325
27,10,5.75,1.63,0.185,-0.2,157.4,0.149255,0.0173771,0.116426,0.648916,1.01978,0.26845,-0.951338,1.9325
27,11,5.75,1.63,0.185,-0.2,172.47,0.167797,0.0230828,0.137564,0.648916,1.01978,0.26845,-0.951338,1.9325
27,12,5.75,1.63,0.185,-0.2,187.53,0.213641,0.0285292,0.133538,0.648916,1.01978,0.26845,-0.951338,1.9325
27,13,5.75,1.63,0.185,-0.2,202.6,0.196925,0.0232841,0.118238,0.648916,1.01978,0.26845,-0.951338,1.9325
27,14,5.75,1.63,0.185,-0.2,217.67,0.172668,0.0177818,0.102983,0.648916,1.01978,0.26845,-0.951338,1.9325
27,15,5.75,1.63,0.185,-0.2,232.74,0.226762,0.0253879,0.111958,0.648916,1.01978,0.26845,-0.951338,1.9325
27,16,5.75,1.63,0.185,-0.2,247.81,0.369547,0.036172,0.097882,0.648916,1.01978,0.26845,-0.951338,1.9325
27,17,5.75,1.63,0.185,-0.2,262.88,0.41387,0.031528,0.0761785,0.648916,1.01978,0.26845,-0.951338,1.9325
27,18,5.75,1.63,0.185,-0.2,277.96,0.597876,0.0409123,0.0684294,0.648916,1.01978,0.26845,-0.951338,1.9325
27,19,5.75,1.63,0.185,-0.2,292.95,0.973295,0.0602723,0.061926,0.648916,1.01978,0.26845,-0.951338,1.9325
27,20,5.75,1.63,0.185,-0.2,305.97,1.34922,0.0878613,0.06512,0.648916,1.01978,0.26845,-0.951338,1.9325
27,21,5.75,1.63,0.185,-0.2,317.1,0,0,0,0,0,0,0,0
27,22,5.75,1.63,0.185,-0.2,337.5,0,0,0,0,0,0,0,0
27,23,5.75,1.63,0.185,-0.2,352.5,0,0,0,0,0,0,0,0
28,0,5.75,1.63,0.185,-0.26,7.5,0,0,0,0,0,0,0,0
28,1,5.75,1.63,0.185,-0.26,22.5,0,0,0,0,0,0,0,0
28,2,5.75,1.63,0.185,-0.26,43.19,0,0,0,0,0,0,0,0
28,3,5.75,1.63,0.185,-0.26,53.76,0.93432,0.0509882,0.0545725,0.58528,0.885734,0.40645,-1.22134,2.2625
28,4,5.75,1.63,0.185,-0.26,66.9,0.545495,0.0334264,0.0612772,0.58528,0.885734,0.40645,-1.22134,2.2625
28,5,5.75,1.63,0.185,-0.26,82.01,0.376335,0.0287351,0.0763552,0.58528,0.885734,0.40645,-1.22134,2.2625
28,6,5.75,1.63,0.185,-0.26,97.1,0.256741,0.0197997,0.0771194,0.58528,0.885734,0.40645,-1.22134,2.2625
28,7,5.75,1.63,0.185,-0.26,112.18,0.166544,0.015334,0.0920716,0.58528,0.885734,0.40645,-1.22134,2.2625
28,8,5.75,1.63,0.185,-0.26,127.25,0.132956,0.0144594,0.108753,0.58528,0.885734,0.40645,-1.22134,2.2625
28,9,5.75,1.63,0.185,-0.26,142.32,0.128096,0.0152479,0.119035,0.58528,0.885734,0.40645,-1.22134,2.2625
28,10,5.75,1.63,0.185,-0.26,157.4,0.10393,0.0106347,0.102326,0.58528,0.885734,0.40645,-1.22134,2.2625
28,11,5.75,1.63,0.185,-0.26,172.47,0.126351,0.0157421,0.12459,0.58528,0.885734,0.40645,-1.22134,2.2625
28,12,5.75,1.63,0.185,-0.26,187.53,0.0986113,0.0146164,0.148223,0.58528,0.885734,0.40645,-1.22134,2.2625
28,13,5.75,1.63,0.185,-0.26,202.6,0.102936,0.0114373,0.111111,0.58528,0.885734,0.40645,-1.22134,2.2625
28,14,5.75,1.63,0.185,-0.26,217.68,0.114637,0.0122342,0.106721,0.58528,0.885734,0.40645,-1.22134,2.2625
28,15,5.75,1.63,0.185,-0.26,232.75,0.149744,0.0157374,0.105096,0.58528,0.885734,0.40645,-1.22134,2.2625
28,16,5.75,1.63,0.185,-0.26,247.82,0.208352,0.0229626,0.110211,0.58528,0.885734,0.40645,-1.22134,2.2625
28,17,5.75,1.63,0.185,-0.26,262.9,0.248478,0.0199925,0.0804598,0.58528,0.885734,0.40645,-1.22134,2.2625
28,18,5.75,1.63,0.185,-0.26,277.99,0.414888,0.0306791,0.0739454,0.58528,0.885734,0.40645,-1.22134,2.2625
28,19,5.75,1.63,0.185,-0.26,293.1,0.616217,0.0422831,0.0686173,0.58528,0.885734,0.40645,-1.22134,2.2625
28,20,5.75,1.63,0.185,-0.26,306.24,0.968335,0.0603546,0.0623282,0.58528,0.885734,0.40645,-1.22134,2.2625
28,21,5.75,1.63,0.185,-0.26,316.81,0,0,0,0,0,0,0,0
28,22,5.75,1.63,0.185,-0.26,337.5,0,0,0,0,0,0,0,0
28,23,5.75,1.63,0.185,-0.26,352.5,0,0,0,0,0,0,0,0
29,0,5.75,1.63,0.185,-0.34,7.5,0,0,0,0,0,0,0,0
29,1,5.75,1.63,0.185,-0.34,22.5,0,0,0,0,0,0,0,0
29,2,5.75,1.63,0.185,-0.34,43.39,0,0,0,0,0,0,0,0
29,3,5.75,1.63,0.185,-0.34,53.05,0.489998,0.0271052,0.0553169,0.516032,0.74472,0.64645,-1.58134,2.7025
29,4,5.75,1.63,0.185,-0.34,66.88,0.33457,0.0252794,0.0755579,0.516032,0.74472,0.64645,-1.58134,2.7025
29,5,5.75,1.63,0.185,-0.34,81.99,0.170639,0.0141273,0.0827901,0.516032,0.74472,0.64645,-1.58134,2.7025
29,6,5.75,1.63,0.185,-0.34,97.09,0.140855,0.0125205,0.0888889,0.516032,0.74472,0.64645,-1.58134,2.7025
29,7,5.75,1.63,0.185,-0.34,112.17,0.117917,0.0128374,0.108868,0.516032,0.74472,0.64645,-1.58134,2.7025
29,8,5.75,1.63,0.185,-0.34,127.25,0.0772597,0.00964429,0.124829,0.516032,0.74472,0.64645,-1.58134,2.7025
29,9,5.75,1.63,0.185,-0.34,142.32,0.0581827,0.00855627,0.147059,0.516032,0.74472,0.64645,-1.58134,2.7025
29,10,5.75,1.63,0.185,-0.34,157.39,0.0620937,0.00742597,0.119593,0.516032,0.74472,0.64645,-1.58134,2.7025
29,11,5.75,1.63,0.185,-0.34,172.46,0.0543615,0.0070217,0.129167,0.516032,0.74472,0.64645,-1.58134,2.7025
29,12,5.75,1.63,0.185,-0.34,187.54,0.0522419,0.00839902,0.160772,0.516032,0.74472,0.64645,-1.58134,2.7025
29,13,5.75,1.63,0.185,-0.34,202.61,0.0647492,0.00926921,0.143156,0.516032,0.74472,0.64645,-1.58134,2.7025
29,14,5.75,1.63,0.185,-0.34,217.68,0.0623211,0.00722796,0.115979,0.516032,0.74472,0.64645,-1.58134,2.7025
29,15,5.75,1.63,0.185,-0.34,232.75,0.0664915,0.00816227,0.122757,0.516032,0.74472,0.64645,-1.58134,2.7025
29,16,5.75,1.63,0.185,-0.34,247.83,0.111376,0.0132006,0.118523,0.516032,0.74472,0.64645,-1.58134,2.7025
29,17,5.75,1.63,0.185,-0.34,262.91,0.130937,0.0133318,0.101818,0.516032,0.74472,0.64645,-1.58134,2.7025
29,18,5.75,1.63,0.185,-0.34,278.01,0.203388,0.0150192,0.0738452,0.516032,0.74472,0.64645,-1.58134,2.7025
29,19,5.75,1.63,0.185,-0.34,293.12,0.359546,0.0259922,0.0722918,0.516032,0.74472,0.64645,-1.58134,2.7025
29,20,5.75,1.63,0.185,-0.34,306.95,0.575702,0.0387208,0.0672583,0.516032,0.74472,0.64645,-1.58134,2.7025
29,21,5.75,1.63,0.185,-0.34,316.61,0,0,0,0,0,0,0,0
29,22,5.75,1.63,0.185,-0.34,337.5,0,0,0,0,0,0,0,0
29,23,5.75,1.63,0.185,-0.34,352.5,0,0,0,0,0,0,0,0
30,0,5.75,1.63,0.185,-0.45,7.5,0,0,0,0,0,0,0,0
30,1,5.75,1.63,0.185,-0.45,22.5,0,0,0,0,0,0,0,0
30,2,5.75,1.63,0.185,-0.45,42.57,0,0,0,0,0,0,0,0
30,3,5.75,1.63,0.185,-0.45,51.94,0.291988,0.0162045,0.0554971,0.441298,0.599887,1.08095,-2.07634,3.3075
30,4,5.75,1.63,0.185,-0.45,66.86,0.147718,0.0108963,0.0737645,0.441298,0.599887,1.08095,-2.07634,3.3075
30,5,5.75,1.63,0.185,-0.45,81.98,0.0902751,0.00894291,0.0990629,0.441298,0.599887,1.08095,-2.07634,3.3075
30,6,5.75,1.63,0.185,-0.45,97.08,0.069066,0.00640074,0.0926756,0.441298,0.599887,1.08095,-2.07634,3.3075
30,7,5.75,1.63,0.185,-0.45,112.16,0.0452543,0.00547625,0.121011,0.441298,0.599887,1.08095,-2.07634,3.3075
30,8,5.75,1.63,0.185,-0.45,127.24,0.036629,0.00505076,0.13789,0.441298,0.599887,1.08095,-2.07634,3.3075
30,9,5.75,1.63,0.185,-0.45,142.32,0.0240785,0.00379988,0.157812,0.441298,0.599887,1.08095,-2.07634,3.3075
30,10,5.75,1.63,0.185,-0.45,157.39,0.0287859,0.00405288,0.140794,0.441298,0.599887,1.08095,-2.07634,3.3075
30,11,5.75,1.63,0.185,-0.45,172.47,0.0254623,0.0035564,0.139673,0.441298,0.599887,1.08095,-2.07634,3.3075
30,12,5.75,1.63,0.185,-0.45,187.53,0.0196731,0.00342275,0.173981,0.441298,0.599887,1.08095,-2.07634,3.3075
30,13,5.75,1.63,0.185,-0.45,202.61,0.0208156,0.00312723,0.150235,0.441298,0.599887,1.08095,-2.07634,3.3075
30,14,5.75,1.63,0.185,-0.45,217.68,0.0333718,0.0044076,0.132075,0.441298,0.599887,1.08095,-2.07634,3.3075
30,15,5.75,1.63,0.185,-0.45,232.76,0.0365649,0.00530192,0.145,0.441298,0.599887,1.08095,-2.07634,3.3075
30,16,5.75,1.63,0.185,-0.45,247.84,0.0384574,0.00468177,0.121739,0.441298,0.599887,1.08095,-2.07634,3.3075
30,17,5.75,1.63,0.185,-0.45,262.92,0.058317,0.0067525,0.115789,0.441298,0.599887,1.08095,-2.07634,3.3075
30,18,5.75,1.63,0.185,-0.45,278.02,0.0917362,0.00797189,0.0869001,0.441298,0.599887,1.08095,-2.07634,3.3075
30,19,5.75,1.63,0.185,-0.45,293.14,0.147958,0.0116117,0.07848,0.441298,0.599887,1.08095,-2.07634,3.3075
30,20,5.75,1.63,0.185,-0.45,308.06,0.271432,0.0176237,0.0649287,0.441298,0.599887,1.08095,-2.07634,3.3075
30,21,5.75,1.63,0.185,-0.45,317.43,0,0,0,0,0,0,0,0
30,22,5.75,1.63,0.185,-0.45,337.5,0,0,0,0,0,0,0,0
30,23,5.75,1.63,0.185,-0.45,352.5,0,0,0,0,0,0,0,0
31,0,5.75,1.64,0.214,-0.11,7.48,2.02736,0.113682,0.0560738,0.772056,1.28727,0.152092,-0.563694,1.568
31,1,5.75,1.64,0.214,-0.11,22.34,1.8342,0.089211,0.0486375,0.772056,1.28727,0.152092,-0.563694,1.568
31,2,5.75,1.64,0.214,-0.11,37.19,1.5738,0.0822774,0.0522793,0.772056,1.28727,0.152092,-0.563694,1.568
31,3,5.75,1.64,0.214,-0.11,52.16,1.17687,0.0766611,0.0651399,0.772056,1.28727,0.152092,-0.563694,1.568
31,4,5.75,1.64,0.214,-0.11,67.15,0.908387,0.0918493,0.101113,0.772056,1.28727,0.152092,-0.563694,1.568
31,5,5.75,1.64,0.214,-0.11,82.16,0.614097,0.0582698,0.0948868,0.772056,1.28727,0.152092,-0.563694,1.568
31,6,5.75,1.64,0.214,-0.11,97.19,0.553557,0.0458791,0.0828807,0.772056,1.28727,0.152092,-0.563694,1.568
31,7,5.75,1.64,0.214,-0.11,112.23,0.387168,0.0366402,0.0946365,0.772056,1.28727,0.152092,-0.563694,1.568
31,8,5.75,1.64,0.214,-0.11,127.27,0.268146,0.0304979,0.113736,0.772056,1.28727,0.152092,-0.563694,1.568
31,9,5.75,1.64,0.214,-0.11,142.33,0.249718,0.030394,0.121713,0.772056,1.28727,0.152092,-0.563694,1.568
31,10,5.75,1.64,0.214,-0.11,157.39,0.183555,0.0217154,0.118304,0.772056,1.28727,0.152092,-0.563694,1.568
31,11,5.75,1.64,0.214,-0.11,172.46,0.146135,0.023543,0.161104,0.772056,1.28727,0.152092,-0.563694,1.568
31,12,5.75,1.64,0.214,-0.11,187.54,0.249253,0.0409928,0.164463,0.772056,1.28727,0.152092,-0.563694,1.568
31,13,5.75,1.64,0.214,-0.11,202.61,0.221799,0.0292279,0.131777,0.772056,1.28727,0.152092,-0.563694,1.568
31,14,5.75,1.64,0.214,-0.11,217.67,0.282098,0.0307846,0.109127,0.772056,1.28727,0.152092,-0.563694,1.568
31,15,5.75,1.64,0.214,-0.11,232.73,0.367652,0.0460105,0.125147,0.772056,1.28727,0.152092,-0.563694,1.568
31,16,5.75,1.64,0.214,-0.11,247.77,0.386927,0.0366553,0.0947345,0.772056,1.28727,0.152092,-0.563694,1.568
31,17,5.75,1.64,0.214,-0.11,262.81,0.467292,0.0377887,0.0808675,0.772056,1.28727,0.152092,-0.563694,1.568
31,18,5.75,1.64,0.214,-0.11,277.84,0.560055,0.0515937,0.0921226,0.772056,1.28727,0.152092,-0.563694,1.568
31,19,5.75,1.64,0.214,-0.11,292.85,1.02475,0.0939845,0.0917146,0.772056,1.28727,0.152092,-0.563694,1.568
31,20,5.75,1.64,0.214,-0.11,307.84,1.14301,0.07264,0.0635515,0.772056,1.28727,0.152092,-0.563694,1.568
31,21,5.75,1.64,0.214,-0.11,322.81,1.57116,0.0798465,0.0508201,0.772056,1.28727,0.152092,-0.563694,1.568
31,22,5.75,1.64,0.214,-0.11,337.66,1.88783,0.0878604,0.0465403,0.772056,1.28727,0.152092,-0.563694,1.568
31,23,5.75,1.64,0.214,-0.11,352.52,2.16065,0.122301,0.0566038,0.772056,1.28727,0.152092,-0.563694,1.568
32,0,5.75,1.64,0.214,-0.15,7.71,2.2238,0.113484,0.0510317,0.712357,1.15655,0.204092,-0.743694,1.788
32,1,5.75,1.64,0.214,-0.15,22.63,1.72035,0.0736823,0.0428299,0.712357,1.15655,0.204092,-0.743694,1.788
32,2,5.75,1.64,0.214,-0.15,37.13,1.1988,0.0539731,0.0450227,0.712357,1.15655,0.204092,-0.743694,1.788
32,3,5.75,1.64,0.214,-0.15,52.04,0.960365,0.0518759,0.0540169,0.712357,1.15655,0.204092,-0.743694,1.788
32,4,5.75,1.64,0.214,-0.15,67.07,0.645451,0.0534391,0.0827935,0.712357,1.15655,0.204092,-0.743694,1.788
32,5,5.75,1.64,0.214,-0.15,82.1,0.492225,0.042538,0.0864198,0.712357,1.15655,0.204092,-0.743694,1.788
32,6,5.75,1.64,0.214,-0.15,97.15,0.312204,0.0264541,0.0847334,0.712357,1.15655,0.204092,-0.743694,1.788
32,7,5.75,1.64,0.214,-0.15,112.2,0.263977,0.0263097,0.0996667,0.712357,1.15655,0.204092,-0.743694,1.788
32,8,5.75,1.64,0.214,-0.15,127.26,0.200141,0.0242289,0.121059,0.712357,1.15655,0.204092,-0.743694,1.788
32,9,5.75,1.64,0.214,-0.15,142.32,0.145721,0.0178111,0.122227,0.712357,1.15655,0.204092,-0.743694,1.788
32,10,5.75,1.64,0.214,-0.15,157.39,0.161781,0.0168068,0.103886,0.712357,1.15655,0.204092,-0.743694,1.788
32,11,5.75,1.64,0.214,-0.15,172.46,0.128886,0.0185745,0.144116,0.712357,1.15655,0.204092,-0.743694,1.788
32,12,5.75,1.64,0.214,-0.15,187.54,0.141257,0.0240868,0.170518,0.712357,1.15655,0.204092,-0.743694,1.788
32,13,5.75,1.64,0.214,-0.15,202.61,0.16975,0.0201855,0.118913,0.712357,1.15655,0.204092,-0.743694,1.788
32,14,5.75,1.64,0.214,-0.15,217.68,0.19435,0.0228291,0.117464,0.712357,1.15655,0.204092,-0.743694,1.788
32,15,5.75,1.64,0.214,-0.15,232.74,0.235987,0.0288805,0.122381,0.712357,1.15655,0.204092,-0.743694,1.788
32,16,5.75,1.64,0.214,-0.15,247.8,0.252,0.0280764,0.111414,0.712357,1.15655,0.204092,-0.743694,1.788
32,17,5.75,1.64,0.214,-0.15,262.85,0.33488,0.0297818,0.0889328,0.712357,1.15655,0.204092,-0.743694,1.788
32,18,5.75,1.64,0.214,-0.15,277.9,0.409455,0.0339379,0.0828855,0.712357,1.15655,0.204092,-0.743694,1.788
32,19,5.75,1.64,0.214,-0.15,292.93,0.632017,0.0500963,0.0792641,0.712357,1.15655,0.204092,-0.743694,1.788
32,20,5.75,1.64,0.214,-0.15,307.96,0.891758,0.0561611,0.0629779,0.712357,1.15655,0.204092,-0.743694,1.788
32,21,5.75,1.64,0.214,-0.15,322.87,1.28586,0.059611,0.0463587,0.712357,1.15655,0.204092,-0.743694,1.788
32,22,5.75,1.64,0.214,-0.15,337.37,1.84531,0.0750333,0.0406617,0.712357,1.15655,0.204092,-0.743694,1.788
