#Set,index,k,QQ,x_b,t,phi_x,F,sigmaF,varF,ReH,ReE,ReHTilde,dvcs
30,17,8.521,3.68,0.37,-0.48052,262.5,0.0138119,0.000690594,0.05,-3.61268,10.4691,-5.70729,0.00897398
30,18,8.521,3.68,0.37,-0.48052,277.5,0.0146344,0.000731722,0.05,-3.61268,10.4691,-5.70729,0.00897398
30,19,8.521,3.68,0.37,-0.48052,292.5,0.0152334,0.000761671,0.05,-3.61268,10.4691,-5.70729,0.00897398
30,20,8.521,3.68,0.37,-0.48052,307.5,0.0162551,0.000812755,0.05,-3.61268,10.4691,-5.70729,0.00897398
30,21,8.521,3.68,0.37,-0.48052,322.5,0.0182507,0.000912533,0.05,-3.61268,10.4691,-5.70729,0.00897398
30,22,8.521,3.68,0.37,-0.48052,337.5,0.0188902,0.000944511,0.05,-3.61268,10.4691,-5.70729,0.00897398
30,23,8.521,3.68,0.37,-0.48052,352.5,0.0187039,0.000935194,0.05,-3.61268,10.4691,-5.70729,0.00897398
31,0,10.591,4.53,0.369,-0.20942,7.5,0.0172192,0.000860962,0.05,1.4684,-8.04151,5.17334,0.000385841
31,1,10.591,4.53,0.369,-0.20942,22.5,0.016812,0.0008406,0.05,1.4684,-8.04151,5.17334,0.000385841
31,2,10.591,4.53,0.369,-0.20942,37.5,0.016458,0.000822898,0.05,1.4684,-8.04151,5.17334,0.000385841
31,3,10.591,4.53,0.369,-0.20942,52.5,0.0143429,0.000717146,0.05,1.4684,-8.04151,5.17334,0.000385841
31,4,10.591,4.53,0.369,-0.20942,67.5,0.0126559,0.000632794,0.05,1.4684,-8.04151,5.17334,0.000385841
31,5,10.591,4.53,0.369,-0.20942,82.5,0.0103205,0.000516026,0.05,1.4684,-8.04151,5.17334,0.000385841
31,6,10.591,4.53,0.369,-0.20942,97.5,0.00971923,0.000485962,0.05,1.4684,-8.04151,5.17334,0.000385841
31,7,10.591,4.53,0.369,-0.20942,112.5,0.00778782,0.000389391,0.05,1.4684,-8.04151,5.17334,0.000385841
31,8,10.591,4.53,0.369,-0.20942,127.5,0.00634559,0.000317279,0.05,1.4684,-8.04151,5.17334,0.000385841
31,9,10.591,4.53,0.369,-0.20942,142.5,0.00588404,0.000294202,0.05,1.4684,-8.04151,5.17334,0.000385841
31,10,10.591,4.53,0.369,-0.20942,157.5,0.00502095,0.000251048,0.05,1.4684,-8.04151,5.17334,0.000385841
31,11,10.591,4.53,0.369,-0.20942,172.5,0.00473967,0.000236984,0.05,1.4684,-8.04151,5.17334,0.000385841
31,12,10.591,4.53,0.369,-0.20942,187.5,0.00549718,0.000274859,0.05,1.4684,-8.04151,5.17334,0.000385841
31,13,10.591,4.53,0.369,-0.20942,202.5,0.00541481,0.000270741,0.05,1.4684,-8.04151,5.17334,0.000385841
31,14,10.591,4.53,0.369,-0.20942,217.5,0.00620059,0.00031003,0.05,1.4684,-8.04151,5.17334,0.000385841
31,15,10.591,4.53,0.369,-0.20942,232.5,0.00724136,0.000362068,0.05,1.4684,-8.04151,5.17334,0.000385841
31,16,10.591,4.53,0.369,-0.20942,247.5,0.00778532,0.000389266,0.05,1.4684,-8.04151,5.17334,0.000385841
31,17,10.591,4.53,0.369,-0.20942,262.5,0.00876007,0.000438003,0.05,1.4684,-8.04151,5.17334,0.000385841
31,18,10.591,4.53,0.369,-0.20942,277.5,0.00983203,0.000491602,0.05,1.4684,-8.04151,5.17334,0.000385841
31,19,10.591,4.53,0.369,-0.20942,292.5,0.0135873,0.000679367,0.05,1.4684,-8.04151,5.17334,0.000385841
31,20,10.591,4.53,0.369,-0.20942,307.5,0.0140218,0.000701091,0.05,1.4684,-8.04151,5.17334,0.000385841
31,21,10.591,4.53,0.369,-0.20942,322.5,0.0164502,0.000822511,0.05,1.4684,-8.04151,5.17334,0.000385841
31,22,10.591,4.53,0.369,-0.20942,337.5,0.0173295,0.000866474,0.05,1.4684,-8.04151,5.17334,0.000385841
31,23,10.591,4.53,0.369,-0.20942,352.5,0.0182205,0.000911024,0.05,1.4684,-8.04151,5.17334,0.000385841
32,0,10.591,4.55,0.37,-0.27194,7.5,0.0170305,0.000851523,0.05,0.626177,1.2776,2.63591,0.000362042
32,1,10.591,4.55,0.37,-0.27194,22.5,0.0149162,0.000745809,0.05,0.626177,1.2776,2.63591,0.000362042
32,2,10.591,4.55,0.37,-0.27194,37.5,0.0123636,0.000618181,0.05,0.626177,1.2776,2.63591,0.000362042
32,3,10.591,4.55,0.37,-0.27194,52.5,0.0120256,0.000601282,0.05,0.626177,1.2776,2.63591,0.000362042
32,4,10.591,4.55,0.37,-0.27194,67.5,0.00949718,0.000474859,0.05,0.626177,1.2776,2.63591,0.000362042
32,5,10.591,4.55,0.37,-0.27194,82.5,0.00799184,0.000399592,0.05,0.626177,1.2776,2.63591,0.000362042
32,6,10.591,4.55,0.37,-0.27194,97.5,0.0059176,0.00029588,0.05,0.626177,1.2776,2.63591,0.000362042
32,7,10.591,4.55,0.37,-0.27194,112.5,0.00510407,0.000255203,0.05,0.626177,1.2776,2.63591,0.000362042
32,8,10.591,4.55,0.37,-0.27194,127.5,0.00414463,0.000207232,0.05,0.626177,1.2776,2.63591,0.000362042
32,9,10.591,4.55,0.37,-0.27194,142.5,0.00337313,0.000168656,0.05,0.626177,1.2776,2.63591,0.000362042
32,10,10.591,4.55,0.37,-0.27194,157.5,0.00333805,0.000166903,0.05,0.626177,1.2776,2.63591,0.000362042
32,11,10.591,4.55,0.37,-0.27194,172.5,0.00294304,0.000147152,0.05,0.626177,1.2776,2.63591,0.000362042
32,12,10.591,4.55,0.37,-0.27194,187.5,0.00303364,0.000151682,0.05,0.626177,1.2776,2.63591,0.000362042
32,13,10.591,4.55,0.37,-0.27194,202.5,0.0033925,0.000169625,0.05,0.626177,1.2776,2.63591,0.000362042
32,14,10.591,4.55,0.37,-0.27194,217.5,0.00380496,0.000190248,0.05,0.626177,1.2776,2.63591,0.000362042
32,15,10.591,4.55,0.37,-0.27194,232.5,0.0044472,0.00022236,0.05,0.626177,1.2776,2.63591,0.000362042
32,16,10.591,4.55,0.37,-0.27194,247.5,0.00498639,0.00024932,0.05,0.626177,1.2776,2.63591,0.000362042
32,17,10.591,4.55,0.37,-0.27194,262.5,0.00616337,0.000308169,0.05,0.626177,1.2776,2.63591,0.000362042
32,18,10.591,4.55,0.37,-0.27194,277.5,0.00716933,0.000358467,0.05,0.626177,1.2776,2.63591,0.000362042
32,19,10.591,4.55,0.37,-0.27194,292.5,0.00937504,0.000468752,0.05,0.626177,1.2776,2.63591,0.000362042
32,20,10.591,4.55,0.37,-0.27194,307.5,0.0112657,0.000563285,0.05,0.626177,1.2776,2.63591,0.000362042
32,21,10.591,4.55,0.37,-0.27194,322.5,0.0133777,0.000668887,0.05,0.626177,1.2776,2.63591,0.000362042
32,22,10.591,4.55,0.37,-0.27194,337.5,0.0162284,0.000811421,0.05,0.626177,1.2776,2.63591,0.000362042
32,23,10.591,4.55,0.37,-0.27194,352.5,0.0148915,0.000744573,0.05,0.626177,1.2776,2.63591,0.000362042
33,0,10.591,4.57,0.372,-0.33557,7.5,0.0139252,0.000696261,0.05,-0.448227,5.99958,0.0180602,0.000916153
33,1,10.591,4.57,0.372,-0.33557,22.5,0.0121193,0.000605967,0.05,-0.448227,5.99958,0.0180602,0.000916153
33,2,10.591,4.57,0.372,-0.33557,37.5,0.0112072,0.000560358,0.05,-0.448227,5.99958,0.0180602,0.000916153
33,3,10.591,4.57,0.372,-0.33557,52.5,0.00888542,0.000444271,0.05,-0.448227,5.99958,0.0180602,0.000916153
33,4,10.591,4.57,0.372,-0.33557,67.5,0.00721643,0.000360822,0.05,-0.448227,5.99958,0.0180602,0.000916153
33,5,10.591,4.57,0.372,-0.33557,82.5,0.00644833,0.000322417,0.05,-0.448227,5.99958,0.0180602,0.000916153
33,6,10.591,4.57,0.372,-0.33557,97.5,0.00542751,0.000271376,0.05,-0.448227,5.99958,0.0180602,0.000916153
33,7,10.591,4.57,0.372,-0.33557,112.5,0.00426419,0.000213209,0.05,-0.448227,5.99958,0.0180602,0.000916153
33,8,10.591,4.57,0.372,-0.33557,127.5,0.00358436,0.000179218,0.05,-0.448227,5.99958,0.0180602,0.000916153
33,9,10.591,4.57,0.372,-0.33557,142.5,0.00341075,0.000170537,0.05,-0.448227,5.99958,0.0180602,0.000916153
33,10,10.591,4.57,0.372,-0.33557,157.5,0.0032246,0.00016123,0.05,-0.448227,5.99958,0.0180602,0.000916153
33,11,10.591,4.57,0.372,-0.33557,172.5,0.00284867,0.000142434,0.05,-0.448227,5.99958,0.0180602,0.000916153
33,12,10.591,4.57,0.372,-0.33557,187.5,0.0029996,0.00014998,0.05,-0.448227,5.99958,0.0180602,0.000916153
33,13,10.591,4.57,0.372,-0.33557,202.5,0.00308696,0.000154348,0.05,-0.448227,5.99958,0.0180602,0.000916153
33,14,10.591,4.57,0.372,-0.33557,217.5,0.00327267,0.000163633,0.05,-0.448227,5.99958,0.0180602,0.000916153
33,15,10.591,4.57,0.372,-0.33557,232.5,0.00403045,0.000201523,0.05,-0.448227,5.99958,0.0180602,0.000916153
33,16,10.591,4.57,0.372,-0.33557,247.5,0.0045575,0.000227875,0.05,-0.448227,5.99958,0.0180602,0.000916153
33,17,10.591,4.57,0.372,-0.33557,262.5,0.00492648,0.000246324,0.05,-0.448227,5.99958,0.0180602,0.000916153
33,18,10.591,4.57,0.372,-0.33557,277.5,0.00616023,0.000308012,0.05,-0.448227,5.99958,0.0180602,0.000916153
33,19,10.591,4.57,0.372,-0.33557,292.5,0.00694235,0.000347117,0.05,-0.448227,5.99958,0.0180602,0.000916153
33,20,10.591,4.57,0.372,-0.33557,307.5,0.00900915,0.000450457,0.05,-0.448227,5.99958,0.0180602,0.000916153
33,21,10.591,4.57,0.372,-0.33557,322.5,0.0114106,0.000570529,0.05,-0.448227,5.99958,0.0180602,0.000916153
33,22,10.591,4.57,0.372,-0.33557,337.5,0.0138068,0.000690339,0.05,-0.448227,5.99958,0.0180602,0.000916153
33,23,10.591,4.57,0.372,-0.33557,352.5,0.0143846,0.000719229,0.05,-0.448227,5.99958,0.0180602,0.000916153
34,0,10.591,4.58,0.373,-0.39879,7.5,0.0124892,0.000624458,0.05,-1.70404,8.63202,-2.54677,0.00216388
34,1,10.591,4.58,0.373,-0.39879,22.5,0.0114132,0.000570658,0.05,-1.70404,8.63202,-2.54677,0.00216388
34,2,10.591,4.58,0.373,-0.39879,37.5,0.00944868,0.000472434,0.05,-1.70404,8.63202,-2.54677,0.00216388
34,3,10.591,4.58,0.373,-0.39879,52.5,0.00846552,0.000423276,0.05,-1.70404,8.63202,-2.54677,0.00216388
34,4,10.591,4.58,0.373,-0.39879,67.5,0.00686192,0.000343096,0.05,-1.70404,8.63202,-2.54677,0.00216388
34,5,10.591,4.58,0.373,-0.39879,82.5,0.00604043,0.000302022,0.05,-1.70404,8.63202,-2.54677,0.00216388
34,6,10.591,4.58,0.373,-0.39879,97.5,0.00632911,0.000316456,0.05,-1.70404,8.63202,-2.54677,0.00216388
34,7,10.591,4.58,0.373,-0.39879,112.5,0.00501267,0.000250633,0.05,-1.70404,8.63202,-2.54677,0.00216388
34,8,10.591,4.58,0.373,-0.39879,127.5,0.00465827,0.000232913,0.05,-1.70404,8.63202,-2.54677,0.00216388
34,9,10.591,4.58,0.373,-0.39879,142.5,0.00434312,0.000217156,0.05,-1.70404,8.63202,-2.54677,0.00216388
34,10,10.591,4.58,0.373,-0.39879,157.5,0.00422017,0.000211008,0.05,-1.70404,8.63202,-2.54677,0.00216388
34,11,10.591,4.58,0.373,-0.39879,172.5,0.00466045,0.000233022,0.05,-1.70404,8.63202,-2.54677,0.00216388
34,12,10.591,4.58,0.373,-0.39879,187.5,0.00434387,0.000217194,0.05,-1.70404,8.63202,-2.54677,0.00216388
34,13,10.591,4.58,0.373,-0.39879,202.5,0.00462866,0.000231433,0.05,-1.70404,8.63202,-2.54677,0.00216388
34,14,10.591,4.58,0.373,-0.39879,217.5,0.00460227,0.000230114,0.05,-1.70404,8.63202,-2.54677,0.00216388
34,15,10.591,4.58,0.373,-0.39879,232.5,0.00444551,0.000222275,0.05,-1.70404,8.63202,-2.54677,0.00216388
34,16,10.591,4.58,0.373,-0.39879,247.5,0.00525833,0.000262917,0.05,-1.70404,8.63202,-2.54677,0.00216388
34,17,10.591,4.58,0.373,-0.39879,262.5,0.00562163,0.000281082,0.05,-1.70404,8.63202,-2.54677,0.00216388
34,18,10.591,4.58,0.373,-0.39879,277.5,0.00629329,0.000314664,0.05,-1.70404,8.63202,-2.54677,0.00216388
34,19,10.591,4.58,0.373,-0.39879,292.5,0.0070415,0.000352075,0.05,-1.70404,8.63202,-2.54677,0.00216388
34,20,10.591,4.58,0.373,-0.39879,307.5,0.00818987,0.000409494,0.05,-1.70404,8.63202,-2.54677,0.00216388
34,21,10.591,4.58,0.373,-0.39879,322.5,0.00995555,0.000497777,0.05,-1.70404,8.63202,-2.54677,0.00216388
34,22,10.591,4.58,0.373,-0.39879,337.5,0.0112163,0.000560817,0.05,-1.70404,8.63202,-2.54677,0.00216388
34,23,10.591,4.58,0.373,-0.39879,352.5,0.0122451,0.000612254,0.05,-1.70404,8.63202,-2.54677,0.00216388
35,0,10.591,4.57,0.371,-0.48338,7.5,0.0101484,0.00050742,0.05,-3.75593,10.5602,-5.85811,0.00497591
35,1,10.591,4.57,0.371,-0.48338,22.5,0.00991115,0.000495558,0.05,-3.75593,10.5602,-5.85811,0.00497591
35,2,10.591,4.57,0.371,-0.48338,37.5,0.00960908,0.000480454,0.05,-3.75593,10.5602,-5.85811,0.00497591
35,3,10.591,4.57,0.371,-0.48338,52.5,0.00933235,0.000466618,0.05,-3.75593,10.5602,-5.85811,0.00497591
35,4,10.591,4.57,0.371,-0.48338,67.5,0.00916819,0.000458409,0.05,-3.75593,10.5602,-5.85811,0.00497591
35,5,10.591,4.57,0.371,-0.48338,82.5,0.00835349,0.000417675,0.05,-3.75593,10.5602,-5.85811,0.00497591
35,6,10.591,4.57,0.371,-0.48338,97.5,0.00748932,0.000374466,0.05,-3.75593,10.5602,-5.85811,0.00497591
35,7,10.591,4.57,0.371,-0.48338,112.5,0.00745916,0.000372958,0.05,-3.75593,10.5602,-5.85811,0.00497591
35,8,10.591,4.57,0.371,-0.48338,127.5,0.00804385,0.000402192,0.05,-3.75593,10.5602,-5.85811,0.00497591
35,9,10.591,4.57,0.371,-0.48338,142.5,0.00787726,0.000393863,0.05,-3.75593,10.5602,-5.85811,0.00497591
35,10,10.591,4.57,0.371,-0.48338,157.5,0.00709122,0.000354561,0.05,-3.75593,10.5602,-5.85811,0.00497591
35,11,10.591,4.57,0.371,-0.48338,172.5,0.00767637,0.000383819,0.05,-3.75593,10.5602,-5.85811,0.00497591
35,12,10.591,4.57,0.371,-0.48338,187.5,0.00728254,0.000364127,0.05,-3.75593,10.5602,-5.85811,0.00497591
35,13,10.591,4.57,0.371,-0.48338,202.5,0.00740279,0.00037014,0.05,-3.75593,10.5602,-5.85811,0.00497591
35,14,10.591,4.57,0.371,-0.48338,217.5,0.00757563,0.000378782,0.05,-3.75593,10.5602,-5.85811,0.00497591
35,15,10.591,4.57,0.371,-0.48338,232.5,0.00778594,0.000389297,0.05,-3.75593,10.5602,-5.85811,0.00497591
35,16,10.591,4.57,0.371,-0.48338,247.5,0.0079927,0.000399635,0.05,-3.75593,10.5602,-5.85811,0.00497591
35,17,10.591,4.57,0.371,-0.48338,262.5,0.00769527,0.000384763,0.05,-3.75593,10.5602,-5.85811,0.00497591
35,18,10.591,4.57,0.371,-0.48338,277.5,0.00831966,0.000415983,0.05,-3.75593,10.5602,-5.85811,0.00497591
35,19,10.591,4.57,0.371,-0.48338,292.5,0.00931324,0.000465662,0.05,-3.75593,10.5602,-5.85811,0.00497591
35,20,10.591,4.57,0.371,-0.48338,307.5,0.00902773,0.000451387,0.05,-3.75593,10.5602,-5.85811,0.00497591
35,21,10.591,4.57,0.371,-0.48338,322.5,0.00895815,0.000447907,0.05,-3.75593,10.5602,-5.85811,0.00497591
35,22,10.591,4.57,0.371,-0.48338,337.5,0.00968182,0.000484091,0.05,-3.75593,10.5602,-5.85811,0.00497591
35,23,10.591,4.57,0.371,-0.48338,352.5,0.00952524,0.000476262,0.05,-3.75593,10.5602,-5.85811,0.00497591
36,0,4.487,2.71,0.483,-0.34812,7.5,0.0419954,0.00209977,0.05,-4.92662,11.0683,-3.57283,0.0281386
36,1,4.487,2.71,0.483,-0.34812,22.5,0.0416056,0.00208028,0.05,-4.92662,11.0683,-3.57283,0.0281386
36,2,4.487,2.71,0.483,-0.34812,37.5,0.0394159,0.00197079,0.05,-4.92662,11.0683,-3.57283,0.0281386
36,3,4.487,2.71,0.483,-0.34812,52.5,0.0386043,0.00193021,0.05,-4.92662,11.0683,-3.57283,0.0281386
36,4,4.487,2.71,0.483,-0.34812,67.5,0.039838,0.0019919,0.05,-4.92662,11.0683,-3.57283,0.0281386
36,5,4.487,2.71,0.483,-0.34812,82.5,0.0397203,0.00198602,0.05,-4.92662,11.0683,-3.57283,0.0281386
36,6,4.487,2.71,0.483,-0.34812,97.5,0.0387921,0.0019396,0.05,-4.92662,11.0683,-3.57283,0.0281386
36,7,4.487,2.71,0.483,-0.34812,112.5,0.0398336,0.00199168,0.05,-4.92662,11.0683,-3.57283,0.0281386
36,8,4.487,2.71,0.483,-0.34812,127.5,0.0392779,0.0019639,0.05,-4.92662,11.0683,-3.57283,0.0281386
36,9,4.487,2.71,0.483,-0.34812,142.5,0.0406123,0.00203061,0.05,-4.92662,11.0683,-3.57283,0.0281386
36,10,4.487,2.71,0.483,-0.34812,157.5,0.0358691,0.00179346,0.05,-4.92662,11.0683,-3.57283,0.0281386
36,11,4.487,2.71,0.483,-0.34812,172.5,0.0402871,0.00201435,0.05,-4.92662,11.0683,-3.57283,0.0281386
36,12,4.487,2.71,0.483,-0.34812,187.5,0.0396079,0.0019804,0.05,-4.92662,11.0683,-3.57283,0.0281386
36,13,4.487,2.71,0.483,-0.34812,202.5,0.0389386,0.00194693,0.05,-4.92662,11.0683,-3.57283,0.0281386
36,14,4.487,2.71,0.483,-0.34812,217.5,0.0380112,0.00190056,0.05,-4.92662,11.0683,-3.57283,0.0281386
36,15,4.487,2.71,0.483,-0.34812,232.5,0.0368496,0.00184248,0.05,-4.92662,11.0683,-3.57283,0.0281386
36,16,4.487,2.71,0.483,-0.34812,247.5,0.0415035,0.00207518,0.05,-4.92662,11.0683,-3.57283,0.0281386
36,17,4.487,2.71,0.483,-0.34812,262.5,0.0442971,0.00221486,0.05,-4.92662,11.0683,-3.57283,0.0281386
36,18,4.487,2.71,0.483,-0.34812,277.5,0.0367579,0.00183789,0.05,-4.92662,11.0683,-3.57283,0.0281386
36,19,4.487,2.71,0.483,-0.34812,292.5,0.0388753,0.00194377,0.05,-4.92662,11.0683,-3.57283,0.0281386
36,20,4.487,2.71,0.483,-0.34812,307.5,0.0383806,0.00191903,0.05,-4.92662,11.0683,-3.57283,0.0281386
36,21,4.487,2.71,0.483,-0.34812,322.5,0.0390264,0.00195132,0.05,-4.92662,11.0683,-3.57283,0.0281386
36,22,4.487,2.71,0.483,-0.34812,337.5,0.0423181,0.0021159,0.05,-4.92662,11.0683,-3.57283,0.0281386
36,23,4.487,2.71,0.483,-0.34812,352.5,0.0383692,0.00191846,0.05,-4.92662,11.0683,-3.57283,0.0281386
37,0,4.487,2.71,0.483,-0.39062,7.5,0.0472701,0.0023635,0.05,-5.73842,12.7662,-5.27283,0.0385695
37,1,4.487,2.71,0.483,-0.39062,22.5,0.0476412,0.00238206,0.05,-5.73842,12.7662,-5.27283,0.0385695
37,2,4.487,2.71,0.483,-0.39062,37.5,0.0529461,0.0026473,0.05,-5.73842,12.7662,-5.27283,0.0385695
37,3,4.487,2.71,0.483,-0.39062,52.5,0.0539044,0.00269522,0.05,-5.73842,12.7662,-5.27283,0.0385695
37,4,4.487,2.71,0.483,-0.39062,67.5,0.0462393,0.00231197,0.05,-5.73842,12.7662,-5.27283,0.0385695
37,5,4.487,2.71,0.483,-0.39062,82.5,0.049125,0.00245625,0.05,-5.73842,12.7662,-5.27283,0.0385695
37,6,4.487,2.71,0.483,-0.39062,97.5,0.0470776,0.00235388,0.05,-5.73842,12.7662,-5.27283,0.0385695
37,7,4.487,2.71,0.483,-0.39062,112.5,0.0524611,0.00262305,0.05,-5.73842,12.7662,-5.27283,0.0385695
37,8,4.487,2.71,0.483,-0.39062,127.5,0.046567,0.00232835,0.05,-5.73842,12.7662,-5.27283,0.0385695
37,9,4.487,2.71,0.483,-0.39062,142.5,0.0437721,0.0021886,0.05,-5.73842,12.7662,-5.27283,0.0385695
37,10,4.487,2.71,0.483,-0.39062,157.5,0.0457054,0.00228527,0.05,-5.73842,12.7662,-5.27283,0.0385695
37,11,4.487,2.71,0.483,-0.39062,172.5,0.0490482,0.00245241,0.05,-5.73842,12.7662,-5.27283,0.0385695
37,12,4.487,2.71,0.483,-0.39062,187.5,0.0461542,0.00230771,0.05,-5.73842,12.7662,-5.27283,0.0385695
37,13,4.487,2.71,0.483,-0.39062,202.5,0.0461838,0.00230919,0.05,-5.73842,12.7662,-5.27283,0.0385695
37,14,4.487,2.71,0.483,-0.39062,217.5,0.0498369,0.00249184,0.05,-5.73842,12.7662,-5.27283,0.0385695
37,15,4.487,2.71,0.483,-0.39062,232.5,0.0469489,0.00234744,0.05,-5.73842,12.7662,-5.27283,0.0385695
37,16,4.487,2.71,0.483,-0.39062,247.5,0.0527696,0.00263848,0.05,-5.73842,12.7662,-5.27283,0.0385695
37,17,4.487,2.71,0.483,-0.39062,262.5,0.0451395,0.00225698,0.05,-5.73842,12.7662,-5.27283,0.0385695
37,18,4.487,2.71,0.483,-0.39062,277.5,0.0492777,0.00246389,0.05,-5.73842,12.7662,-5.27283,0.0385695
37,19,4.487,2.71,0.483,-0.39062,292.5,0.0506432,0.00253216,0.05,-5.73842,12.7662,-5.27283,0.0385695
37,20,4.487,2.71,0.483,-0.39062,307.5,0.043554,0.0021777,0.05,-5.73842,12.7662,-5.27283,0.0385695
37,21,4.487,2.71,0.483,-0.39062,322.5,0.0471367,0.00235683,0.05,-5.73842,12.7662,-5.27283,0.0385695
37,22,4.487,2.71,0.483,-0.39062,337.5,0.0416506,0.00208253,0.05,-5.73842,12.7662,-5.27283,0.0385695
37,23,4.487,2.71,0.483,-0.39062,352.5,0.0470978,0.00235489,0.05,-5.73842,12.7662,-5.27283,0.0385695
38,0,4.487,2.71,0.484,-0.43499,7.5,0.0524944,0.00262472,0.05,-6.77122,14.075,-7.06902,0.0522595
38,1,4.487,2.71,0.484,-0.43499,22.5,0.058547,0.00292735,0.05,-6.77122,14.075,-7.06902,0.0522595
38,2,4.487,2.71,0.484,-0.43499,37.5,0.0609621,0.0030481,0.05,-6.77122,14.075,-7.06902,0.0522595
38,3,4.487,2.71,0.484,-0.43499,52.5,0.0602546,0.00301273,0.05,-6.77122,14.075,-7.06902,0.0522595
38,4,4.487,2.71,0.484,-0.43499,67.5,0.0597667,0.00298833,0.05,-6.77122,14.075,-7.06902,0.0522595
38,5,4.487,2.71,0.484,-0.43499,82.5,0.06034,0.003017,0.05,-6.77122,14.075,-7.06902,0.0522595
38,6,4.487,2.71,0.484,-0.43499,97.5,0.0634175,0.00317088,0.05,-6.77122,14.075,-7.06902,0.0522595
38,7,4.487,2.71,0.484,-0.43499,112.5,0.0634547,0.00317274,0.05,-6.77122,14.075,-7.06902,0.0522595
38,8,4.487,2.71,0.484,-0.43499,127.5,0.0610869,0.00305435,0.05,-6.77122,14.075,-7.06902,0.0522595
38,9,4.487,2.71,0.484,-0.43499,142.5,0.0652165,0.00326082,0.05,-6.77122,14.075,-7.06902,0.0522595
38,10,4.487,2.71,0.484,-0.43499,157.5,0.0652871,0.00326435,0.05,-6.77122,14.075,-7.06902,0.0522595
38,11,4.487,2.71,0.484,-0.43499,172.5,0.0650678,0.00325339,0.05,-6.77122,14.075,-7.06902,0.0522595
38,12,4.487,2.71,0.484,-0.43499,187.5,0.0619295,0.00309647,0.05,-6.77122,14.075,-7.06902,0.0522595
38,13,4.487,2.71,0.484,-0.43499,202.5,0.0590233,0.00295117,0.05,-6.77122,14.075,-7.06902,0.0522595
38,14,4.487,2.71,0.484,-0.43499,217.5,0.0655298,0.00327649,0.05,-6.77122,14.075,-7.06902,0.0522595
38,15,4.487,2.71,0.484,-0.43499,232.5,0.0600817,0.00300408,0.05,-6.77122,14.075,-7.06902,0.0522595
38,16,4.487,2.71,0.484,-0.43499,247.5,0.0585273,0.00292637,0.05,-6.77122,14.075,-7.06902,0.0522595
38,17,4.487,2.71,0.484,-0.43499,262.5,0.0582392,0.00291196,0.05,-6.77122,14.075,-7.06902,0.0522595
38,18,4.487,2.71,0.484,-0.43499,277.5,0.0619342,0.00309671,0.05,-6.77122,14.075,-7.06902,0.0522595
38,19,4.487,2.71,0.484,-0.43499,292.5,0.0618902,0.00309451,0.05,-6.77122,14.075,-7.06902,0.0522595
38,20,4.487,2.71,0.484,-0.43499,307.5,0.0570752,0.00285376,0.05,-6.77122,14.075,-7.06902,0.0522595
38,21,4.487,2.71,0.484,-0.43499,322.5,0.0530856,0.00265428,0.05,-6.77122,14.075,-7.06902,0.0522595
38,22,4.487,2.71,0.484,-0.43499,337.5,0.0582056,0.00291028,0.05,-6.77122,14.075,-7.06902,0.0522595
38,23,4.487,2.71,0.484,-0.43499,352.5,0.0523457,0.00261729,0.05,-6.77122,14.075,-7.06902,0.0522595
39,0,4.487,2.71,0.485,-0.47967,7.5,0.0619724,0.00309862,0.05,-8.01461,15.0537,-8.87752,0.0690806
39,1,4.487,2.71,0.485,-0.47967,22.5,0.0696719,0.0034836,0.05,-8.01461,15.0537,-8.87752,0.0690806
39,2,4.487,2.71,0.485,-0.47967,37.5,0.0763319,0.0038166,0.05,-8.01461,15.0537,-8.87752,0.0690806
39,3,4.487,2.71,0.485,-0.47967,52.5,0.0752835,0.00376417,0.05,-8.01461,15.0537,-8.87752,0.0690806
39,4,4.487,2.71,0.485,-0.47967,67.5,0.0740782,0.00370391,0.05,-8.01461,15.0537,-8.87752,0.0690806
39,5,4.487,2.71,0.485,-0.47967,82.5,0.0719035,0.00359517,0.05,-8.01461,15.0537,-8.87752,0.0690806
39,6,4.487,2.71,0.485,-0.47967,97.5,0.0839692,0.00419846,0.05,-8.01461,15.0537,-8.87752,0.0690806
39,7,4.487,2.71,0.485,-0.47967,112.5,0.075874,0.0037937,0.05,-8.01461,15.0537,-8.87752,0.0690806
39,8,4.487,2.71,0.485,-0.47967,127.5,0.0775341,0.0038767,0.05,-8.01461,15.0537,-8.87752,0.0690806
39,9,4.487,2.71,0.485,-0.47967,142.5,0.0740163,0.00370081,0.05,-8.01461,15.0537,-8.87752,0.0690806
39,10,4.487,2.71,0.485,-0.47967,157.5,0.0761383,0.00380691,0.05,-8.01461,15.0537,-8.87752,0.0690806
39,11,4.487,2.71,0.485,-0.47967,172.5,0.0811813,0.00405906,0.05,-8.01461,15.0537,-8.87752,0.0690806
39,12,4.487,2.71,0.485,-0.47967,187.5,0.0670829,0.00335415,0.05,-8.01461,15.0537,-8.87752,0.0690806
39,13,4.487,2.71,0.485,-0.47967,202.5,0.081057,0.00405285,0.05,-8.01461,15.0537,-8.87752,0.0690806
39,14,4.487,2.71,0.485,-0.47967,217.5,0.0728134,0.00364067,0.05,-8.01461,15.0537,-8.87752,0.0690806
39,15,4.487,2.71,0.485,-0.47967,232.5,0.0806042,0.00403021,0.05,-8.01461,15.0537,-8.87752,0.0690806
39,16,4.487,2.71,0.485,-0.47967,247.5,0.0784663,0.00392331,0.05,-8.01461,15.0537,-8.87752,0.0690806
