#Set,index,k,QQ,x_b,t,phi_x,F,errF,varF,F1,F2,gReH,gReE,gReHTilde,gdvcs
4.0,5.0,5.8,1.98,0.39,-0.32,44.0,0.0725430277652091,0.0039958425375037,1.5966757584524006e-05,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039
4.0,6.0,5.8,1.98,0.39,-0.32,52.0,0.07222904536865543,0.003633599809281317,1.3203047574009221e-05,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039
4.0,7.0,5.8,1.98,0.39,-0.32,60.0,0.06779475854892998,0.003312756743747406,1.0974357243243917e-05,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039
4.0,8.0,5.8,1.98,0.39,-0.32,68.0,0.05858706347722621,0.003038262838582105,9.23104107630899e-06,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039
4.0,9.0,5.8,1.98,0.39,-0.32,76.0,0.05602778296822269,0.002809219800659011,7.891715888414652e-06,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039
4.0,10.0,5.8,1.98,0.39,-0.32,84.0,0.055539093559064744,0.0026215432488972236,6.8724890058386106e-06,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039
4.0,11.0,5.8,1.98,0.39,-0.32,92.0,0.049676774507134515,0.0024698094723243583,6.099958829583125e-06,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039
4.0,12.0,5.8,1.98,0.39,-0.32,100.0,0.044122621080789265,0.0023483784607536634,5.514881394931746e-06,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039
4.0,13.0,5.8,1.98,0.39,-0.32,108.0,0.045462449732572234,0.0022519940269513402,5.071477097424514e-06,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039
4.0,14.0,5.8,1.98,0.39,-0.32,116.0,0.040877005185813484,0.0021760506177943015,4.735196291202961e-06,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039
4.0,15.0,5.8,1.98,0.39,-0.32,124.0,0.04280167582615888,0.0021166679030405005,4.480283011761869e-06,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039
4.0,16.0,5.8,1.98,0.39,-0.32,132.0,0.04138298398052961,0.002070665789877459,4.287656813368842e-06,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039
4.0,17.0,5.8,1.98,0.39,-0.32,140.0,0.04236500148125565,0.0020354957184844846,4.1432428199686686e-06,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039
4.0,18.0,5.8,1.98,0.39,-0.32,148.0,0.04312596797316526,0.0020091595497310974,4.036722096275666e-06,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039
4.0,19.0,5.8,1.98,0.39,-0.32,156.0,0.04150160248831291,0.0019901322823417163,3.960626501218649e-06,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039
4.0,20.0,5.8,1.98,0.39,-0.32,164.0,0.039249013280239164,0.0019772961762694508,3.909700168689791e-06,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039
4.0,21.0,5.8,1.98,0.39,-0.32,172.0,0.036629768392353414,0.001969889220476401,3.880463540949122e-06,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039
4.0,22.0,5.8,1.98,0.39,-0.32,180.0,0.037870182575199925,0.0019674686363387295,3.87093283497658e-06,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039
4.0,23.0,5.8,1.98,0.39,-0.32,188.0,0.038073280657932,0.001969889220476401,3.880463540949122e-06,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039
4.0,24.0,5.8,1.98,0.39,-0.32,196.0,0.03969717020577853,0.0019772961762694508,3.909700168689791e-06,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039
4.0,25.0,5.8,1.98,0.39,-0.32,204.0,0.04112769545219316,0.0019901322823417163,3.960626501218649e-06,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039
4.0,26.0,5.8,1.98,0.39,-0.32,212.0,0.041229210626738545,0.0020091595497310974,4.036722096275666e-06,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039
4.0,27.0,5.8,1.98,0.39,-0.32,220.0,0.03682064637671411,0.0020354957184844846,4.1432428199686686e-06,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039
4.0,28.0,5.8,1.98,0.39,-0.32,228.0,0.03753611484073345,0.002070665789877459,4.287656813368842e-06,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039
4.0,29.0,5.8,1.98,0.39,-0.32,236.0,0.04367010944606597,0.0021166679030405005,4.480283011761869e-06,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039
4.0,30.0,5.8,1.98,0.39,-0.32,244.0,0.04313605419540753,0.002176050617794301,4.7351962912029595e-06,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039
4.0,31.0,5.8,1.98,0.39,-0.32,252.0,0.0454533889005982,0.0022519940269513402,5.071477097424514e-06,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039
4.0,32.0,5.8,1.98,0.39,-0.32,260.0,0.047057352801051486,0.0023483784607536634,5.514881394931746e-06,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039
4.0,33.0,5.8,1.98,0.39,-0.32,268.0,0.04686299258091441,0.0024698094723243583,6.099958829583125e-06,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039
4.0,34.0,5.8,1.98,0.39,-0.32,276.0,0.04940473188903743,0.0026215432488972228,6.872489005838606e-06,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039
4.0,35.0,5.8,1.98,0.39,-0.32,284.0,0.05957643377314064,0.002809219800659011,7.891715888414652e-06,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039
4.0,36.0,5.8,1.98,0.39,-0.32,292.0,0.056669276395794166,0.003038262838582104,9.231041076308984e-06,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039
4.0,37.0,5.8,1.98,0.39,-0.32,300.0,0.06970851947704108,0.003312756743747406,1.0974357243243917e-05,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039
4.0,38.0,5.8,1.98,0.39,-0.32,308.0,0.07406921626972217,0.0036335998092813155,1.3203047574009213e-05,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039
4.0,39.0,5.8,1.98,0.39,-0.32,316.0,0.07638222709143899,0.0039958425375037,1.5966757584524006e-05,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039
4.0,40.0,5.8,1.98,0.39,-0.32,324.0,0.08523254600914905,0.004385485780668308,1.9232485532443923e-05,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039
4.0,41.0,5.8,1.98,0.39,-0.32,332.0,0.10046137385203562,0.004776752766248751,2.281736698986509e-05,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039
4.0,42.0,5.8,1.98,0.39,-0.32,340.0,0.0989224337248318,0.005131817935858768,2.633555532680175e-05,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039
4.0,43.0,5.8,1.98,0.39,-0.32,348.0,0.10585903027828242,0.0054054021096609315,2.921837196712685e-05,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039
4.0,44.0,5.8,1.98,0.39,-0.32,356.0,0.10555607099314288,0.0055551892480466955,3.086012758161361e-05,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039
